family,block,K_selected,entropy.x,country,icl,bic,entropy.y
gonzález_torres,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gonzález_vigil,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
gorriti,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
grau,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
graña,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
groot,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
guarello,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
guerrero,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
guevara,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
guilisasti,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
guillermoprieto,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gutiérrez_díaz,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
gutiérrez_nájera,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gutiérrez_zamora,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
guzmán,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
guízar,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gálvez,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
gómez,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
gómez-mont,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gómez-robledo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gómez-urquíza,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gómez_farías,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gómez_maganda,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
gómez_martínez,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
gómez_venezuela,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
güemes,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
güiraldes,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
hales,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
heber,1,2,512.0424614125509,uruguay,4987.040832507677,3962.955909682575,512.0424614125509
heiremans,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
heraud,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
herrera,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
herrera_salcedo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
herrán,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
hidalgo_y_costilla,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
hoke,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
holguín,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
holmberg,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
humala,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
hurtado,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
ibáñez,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
ibáñez_colombia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
illia,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
iommi,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
isaías,1,2,512.0424614125509,ecuador,4987.040832507677,3962.955909682575,512.0424614125509
iturbide,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
jara_saguier,1,2,512.0424614125509,paraguay,4987.040832507677,3962.955909682575,512.0424614125509
jaramillo_colombia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
jattin,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
jiménez_de_lobatón,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
justo,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
kaiser,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
kast,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
kirchner,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
lacroze,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
lafinur,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
lander,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
lanusse,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
larco,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
largacha,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
larrabure,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
laserna,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
lavalle,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
lavalleja,1,2,512.0424614125509,uruguay,4987.040832507677,3962.955909682575,512.0424614125509
lavín,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
lebaron,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
leguía,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
lemos,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
lerdo_de_tejada,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
leyva,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
lezica,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
león-velarde,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
león_barandiarán,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
lindley,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
llaca,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lleras,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
llinás,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
llona,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
lloreda,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
llosa,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
loret_de_mola,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lozano,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
lugones,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
luksic,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
luna,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
luna_parra,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lópez,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
lópez-dóriga,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lópez-moctezuma,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lópez-portillo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lópez-rayón,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lópez_carrillo,1,2,512.0424614125509,paraguay,4987.040832507677,3962.955909682575,512.0424614125509
lópez_negrete,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
lópez_venezuela,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
mac_allister,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
maciel,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
mackenna,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
macri,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
madariaga,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
madero,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
maduro,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
mallarino,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
malo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
manrique,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
mansilla,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
mantilla,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
maradona,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
marcó_del_pont,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
mariátegui,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
mariño,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
martín_del_campo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
martínez-silva,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
martínez_de_hoz,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
massú,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
mateos,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
matta,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
matte,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
maza,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
mazuera,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
medina,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
medina_mora,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
mediz_bolio,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
melgar,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
mendiburu,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
mendoza_ladrón_de_guevara,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
menem,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
mera_figueroa,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
meruane,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
michelsen,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
mier_y_noriega,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
mier_y_terán,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
miró_quesada,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
mitre,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
moctezuma,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
monagas,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
monckeberg,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
monreal,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
montero,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
montes_de_oca,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
montesinos,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
montt,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
morales_bermúdez,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
morandé,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
more,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
moreno_valle,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
moreyra,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
mosquera,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
moure,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
mujica,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
mutis,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
muñoz_ledo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
málaga,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
nariño,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
navia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
nazar,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
neyra,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
niño,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
noble,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
noboa,1,2,512.0424614125509,ecuador,4987.040832507677,3962.955909682575,512.0424614125509
noriega,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
o'donnell,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
o'gorman,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
obligado,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
obregón,2,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
ocampo,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
ocaña,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ochagavía,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
odriozola,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
olaechea,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
olaya,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
olmos,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
onassis,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
oneto,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
orbegoso,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
orbegozo,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
orihuela,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ortiz_basualdo,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
ortiz_de_rozas,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
ortiz_de_zevallos,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ortiz_mena,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
ortiz_monasterio,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
osma,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ospina,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
otálora,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
otárola,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
pachón,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
palacios_venezuela,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
panizo,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
pardo,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
parra_chile,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
parís,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
pastrana,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
pavlovsky,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
paz,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
paz_soldán,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
pedraza,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
pellegrini,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
peralta_ramos,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
perón,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
petro,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
philippi,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
pinal_hidalgo,2,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
pinasco,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
pinedo,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
pinochet,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
pinto_chile,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
piraquive,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
pizarro,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
pizarro_colombia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
piérola,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
piñera,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
podestá,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
polar,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
pombo,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
ponce_de_león,1,2,512.0424614125509,uruguay,4987.040832507677,3962.955909682575,512.0424614125509
porras,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
portales,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
portocarrero_perú,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
portugal,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
posse,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
prado,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
prebisch,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
precht,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
prieto,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
puch,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
pueyrredón,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
pumarejo,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
puyana,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
pérez-jácome,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
pérez_companc,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
pérez_gavilán,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
pérez_manosalva,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
pérez_treviño,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
quesada,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
quijano,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
quintana,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
quintero,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
quispe,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
quispe_palomino,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
químper,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ramos_mejía,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
ramírez,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
rawson,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
rebagliati,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
remírez_de_laredo,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
restrepo,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
revueltas_sánchez,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
reyes,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
reyes_heroles,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
reyes_larios,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
reyes_retana,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
reyes_spíndola,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
reátegui,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ribeyro,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ricaurte,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
rincón,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
rincón-gallardo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
riva_agüero,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
riva_palacio,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
rivadavia,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
rivera-torres,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
robles,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
robles_arnao,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
roca,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
roca_rey,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
roca_y_rodríguez,1,2,512.0424614125509,ecuador,4987.040832507677,3962.955909682575,512.0424614125509
rocca,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
rocha,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
"rodríguez_(san_luis,_argentina)",1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
rodríguez_larreta,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
rodríguez_pastor,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
rodríguez_saá,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
roel,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
rojas,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
rojo,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
romero,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
romero_feris,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
rospigliosi,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ross_argentina,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
ross_chile,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
rovirosa,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
ruiz-massieu,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
ruiz-tagle,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
saadi,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
saavedra,1,2,512.0424614125509,uruguay,4987.040832507677,3962.955909682575,512.0424614125509
sabato,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sabattini,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sabogal,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
saguier,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
salaverry,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
salazar_y_meléndez,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
salazar_y_muñatones,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
salgar,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
salinas,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
samanez,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
samper,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
san_martín,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sancho_dávila,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
sanclemente,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
sanfuentes,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
santa_cruz,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
santa_maría,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
santamarina,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
santamaría,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
santiago_concha,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
santo_domingo,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
santos,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
sanz_de_santamaría,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
