Banda,Título,Letra,Link
Bad Bunny,Dos Mil 16,"(Bad Bunny, baby)


Eh-eh, eh-eh-eh


La vida es solo un momento


Y el dinero no compra el tiempo


Yo me acuerdo de tu talento


Te estoy buscando y no te encuentro 


Dime qué tengo que hacer 


A dónde le tengo que caer


Pa' pasar tres día' y dos noche' en el 2016


Ey, yo quiero darte por ley


Dime qué tengo que hacer, ey


A dónde le tengo que caer


Pa' pasar tres día' y dos noche' en el 2016


Ey, yo quiero darte por ley


Quisiera darle replay, escuchando Views de Drake


El lean y el vape, la gorra Obey


Una noche en el Mariott, otra noche en el Okay


O en el parking de BK, ey


Baby, extraño los polvo' al frente 'el parque 


Que me muerda', que me arañe', que me enmarque'


Se acabaron los condone' en el minimarket


Me fui acapella, uy, que Dios nos guarde


De madrugada en tu cuarto, rulay


Que no me pille tu pa'i 


Me voy a esconder en el clóset 


En lo que se va tu ma'i 


Baby, tú ere' un OG crush 


Desde que estaba en la high


Ahora no sé na' de ti 


Desde que dijiste bye (bye)


Lo mejor que hiciste


Tú ni sabes lo peor (lo peor), ey, ey, ey


La Isuzu ahora es Lamborghini


Dime si quiere' una ride


Dime qué tengo que hacer


A dónde le tengo que caer 


Pa' pasar tres día' y dos noche' en el 2016


Ey, yo quiero darte por ley


Dime qué tengo que hacer


A dónde le tengo que caer


Pa' pasar tres día' y dos noche' en el 2016


Ey, antes de que yo fuera un rey


Ey, llama cuando él se vaya


Si te ve conmigo, por ley, se desmaya 


Qué rico me lo mama, nunca me lo guaya


Hoy tengo party en Dizu


Mañana en Aljibe y me quedo por el Maya, ey


Te voy a dar con euforia, tú ere' mi Zendaya 


Y yo me voy a dar un shot por ti


Espero que estés bien


Yo he estao' con mile' y tú sigue' en el top ten


No me lo niegue', baby, que yo también, eh, eh


Y yo me voy a dar un shot por ti


Espero que estés bien


Yo he estao' con mile' y tú sigue' en el top ten


No me lo niegue', yo sé que yo también, ey


Dime qué tengo que hacer


A dónde le tengo que caer


Pa' pasar tres día' y dos noche' en el 2016",https://www.letras.com//bad-bunny/dos-mil-16/
Bad Bunny,DtMF,"Eh-eh, eh-eh, eh-eh, eh-eh


Otro sunset bonito que veo en San Juan


Disfrutando de todas esas cosas que extrañan los que se van (van, van)


Disfrutando de noche' de esas que ya no se dan (dan, dan)


Que ya no se dan (dan)


Pero queriendo volver a la última vez


Que a los ojos te miré


Y contarte las cosas que no te conté (te parece' a mi crush, jaja)


Y tirarte la' foto' que no te tiré (acho, jura'o te ves bien linda, déjame tirarte una foto)


Ey, tengo el pecho pela'o, me dio una matá'


El corazón dándome patá'


Dime, baby, ¿dónde tú está'?


Pa' llegarle con Roro, Julito, Cristal


Roy, Edgar, Seba, Óscar, Dalnelly, Big J, tocando batá


Hoy la calle la dejamo' 'esbaratá


Y sería cabrón que tú me toque' el güiro


Yo veo tu nombre y me salen suspiro'


No sé si son petardo' o si son tiro'


Mi blanquita, perico, mi kilo


Yo estoy en PR, tranquilo, pero


Debí tirar más fotos de cuando te tuve


Debí darte más beso' y abrazo' las vece' que pude


Ey, ojalá que los mío' nunca se muden


Y si hoy me emborracho, pues que me ayuden


Debí tirar más foto' de cuando te tuve


Debí darte más beso' y abrazo' las veces que pude


Ojalá que los mío' nunca se muden


Y si hoy me emborracho, pues que me ayuden


Ey, hoy voy a estar con abuelo to'l día, jugando dominó


Si me pregunta si aún pienso en ti, yo le digo que no


Que mi estadía cerquita de ti ya se terminó


Ya se terminó


Ey, que prendan la' máquina', voy pa' Santurce


Aquí todavía se da caña


Chequéate las babie', diablo, mami, qué dulce


Hoy yo quiero beber, beber, beber


Y hablar mierda hasta que me expulsen


'Toy bien loco ('toy bien loco), 'toy bien loco ('toy bien loco)


Cabrón, guía tú, que, hasta caminando, yo estoy que choco


'Toy bien loco ('toy bien loco), 'toy bien loco ('toy bien loco)


Vamo' a disfrutar, que nunca se sabe si nos queda poco


Debí tirar más f—


Gente, lo' quiero con cojone', los amo


Gracias por estar aquí, de verdad


Para mí, es bien importante que estén aquí


Cada uno de ustede' significa mucho para mí


Así que, vamo' pa' la foto, vengan pa'cá


Métase to'l mundo, to'l corillo, vamo'


Zumba


Ya Bernie tiene el nene y Jan, la nena'


Ya no estamo' pa' la movie' y las cadena'


'Tamos pa' las cosa' que valgan la pena


Ey, pa'l perreo, la salsa, la bomba y la plena


Chequéate la mía cómo es que suena


Debí tirar más fotos de cuando te tuve


Debí darte más besos y abrazo' las veces que pude


Ojalá que los mío' nunca se muden


Y que tú me envíe' más nude'


Y si hoy me emborracho, que Vero me ayude",https://www.letras.com//bad-bunny/dtmf/
Bad Bunny,Efecto,"Yeah-yeah-yeah-yeah-yeah-yeah


Eh-eh-eh-eh


No sé si es casualidad que yo me sienta así


Siempre que tú estás cerquita de mí


Dime qué me hiciste, qué droga me diste


Que, desde aquella noche, no soy igual


Tú me mira' y empiezo a sudar


Siento que puedo volar


Baby, la nota ya está haciendo efecto


Mi mundo está jodío' y me siento perfecto


Porque estás tú, aquí, moviéndote así, no pare'


Baby, tú eres mi droga, esta noche no le baje'


Porque la nota ya está haciendo efecto


Mi mundo está jodío' y me siento perfecto


Porque estás tú, aquí, moviéndote así, no pare'


Baby, tú eres mi droga, esta noche no le baje'


(Esta no, esta sí)


(Esta no, esta sí)


(Esta no, esta sí)


(Esta no)


El gatito tuyo te perdió por negligencia


Y yo que no creo en la abstinencia


Esta noche, en la cama, va a haber turbulencia'


Qué rico tú mama', te vo'a dar la permanencia


Ese totito e' la eminencia


Pa' darle tengo licencia


Desde que fuimo' a Florencia


Se puso más bicha, pero no pierde la esencia


No, no, de Carola


No, no, no, no anda sola


No, no, no le diga' hola


O va' a ser otro pa' la cola


Tu piquete me amola


Yo soy fan de esa popola


Más las picky, las endo, la coca y la rola (más nada)


Eres tú quien me controla, eh


En tus ojo', veo el mar


Mami, llévame en tu ola


Hoy me siento bien puta, re piola, ey


Porque la nota ya está haciendo efecto


Mi mundo está jodío' y me siento perfecto


Porque estás tú, aquí, moviéndote así, no pare'


Baby, tú ere' mi droga, esta noche no le baje",https://www.letras.com//bad-bunny/efecto/
Bad Bunny,El Apagón,"(Con mucho cariño, para todos ustedes)


Mera, dime


Ey


Puerto Rico está bien cabrón


Ey, está bien cabrón


De Carolina, salió el reggaeton


Y los hijo' de puta de Bayamón (tú sabe')


Ey, ey


Quieren montarse en la ola y no han ido a Rincón


Un besito pa' abuela en el balcón


Cogiendo todo lo' hoyo' en la Rubicón


P fuckin' R, ey


Tierra de Maelo y Tego Calderón


Y de Barea, el que fue campeón


Primero que LeBron


Maldita sea, otro apagón


Vamo' pa' lo' bleacher a prender un blunt


Antes que a Pipo le dé un bofetón


Puerto Rico está bien cabrón


Ey, está bien cabrón


Puerto Rico está bien cabrón, ey, ey


Pichea Maldiva', yo me quedo en Palomino, ey


Si no, me voy pa' RD, un saludo a mis vecino'


Aquí el calor es diferente, el sol es Taíno, ey


La capital del perreo, ahora todos quieren ser latino', no, ey


Pero les falta sazón, batería y reggaeton, ey, ey


Cuida'o con mi corillo, que somo' un montón, ey, ey


Les falta sazón, batería y reggaeton, ey, ey


Cuida'o con mi corillo, que somo' un montón


Welcome to the Calentón


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta, me gusta, me gusta)


(Me gusta la chocha de)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta la chocha de Puerto Rico)


(Me gusta, me gusta, me gusta)


Puerto Rico está bien cabrón


Está cabrón


Puerto Rico está bien cabrón


Bien cabrón


Puerto Rico está bien cabrón


Bien cabrón


Puerto Rico está bien cabrón


Bien cabrón


Puerto Rico está bien cabrón


(Yo creo que el público sabe que esto es una cosa má' o meno' informal)


Yo no me quiero ir de aquí


No me quiero ir de aquí


Que se vayan ellos, que se vayan ellos


Que se vayan ellos, que se vayan ellos


Lo que me pertenece a mí, se lo quedan ellos


Que se vayan ellos


Esta es mi playa, este es mi sol


Esta es mi tierra, esta soy yo


Esta es mi playa, este es mi sol


Esta es mi tierra, esta soy yo",https://www.letras.com//bad-bunny/el-apagon/
Bad Bunny,EL BAÑO (part. Enrique Iglesias),"(One love, one love)


Cuando yo te vi


A mí se me paró


El corazón


Me dejó de latir


Quiero que estemos solo'


Por ti, me descontrolo


Discúlpame, mi amor


Por esta invitación


Vámonos pa'l baño, que nadie nos está viendo


Si no me conoces, nos vamos conociendo


Sé que suena loco, pero me gusta' tanto


Estar un día más así, yo no lo aguanto


Vamono' a la Luna, vamono' pal' cine


Vamo' a darno' un beso que nunca se termine


Si quieres algo serio, hay que ver mañana


Si somos novio' o somos pana'


Ooh, uoh, uoh


Si somos novio' o somos pana'


Tranquila, hay que ver mañana


Si te vuelvo a ver


Se me vuelve a parar


La respiración


Por verte bailar


Si tú sabes que te gusto, ¿por qué te haces la loca?


Cuando yo te miro, te muerdes la boca


Yo solo quiero verte bailando sin ropa


En la misma cama, en la misma nota


Vámonos pa'l baño, que nadie nos está viendo


Si no me conoces, nos vamos conociendo


Sé que suena loco, pero me gusta' tanto


Estar un día más así, yo no lo aguanto


Vamono' a la Luna, vamono' pal' cine


Vamo' a darno' un beso que nunca se termine


Si quieres algo serio, hay que ver mañana


Si somos novio' o somos pana'


Ooh, uoh, uoh


Si somos novio' o somos pana'


Tranquila, hay que ver mañana


Ooh, uoh, uoh


Si somos novio' o somos nada


Tranquila, hay que ver mañana


Vacila, que la vida va veloz


Igual que tu ex, que era medio precoz


Contigo siempre echo más de dos


Te calientas sola sin ponerte en defrost (yeh)


Tranquila, poco a poco, me conoces


Por ahora, quiero verte en toda' las poses


Si me dejan, te lo hago hasta dentro del closet


Ya tú estás caliente y todavía no son las doce (yeh)


Vacila, que la vida es solo una


A mí se me para el corazón, a ti se te hace una laguna


Me llama después de la una


Santa de día, diabla cuando cae la Luna (yeh)


Vámonos pa'l baño, que nadie nos está viendo


Si no me conoces, nos vamos conociendo


Sé que suena loco, pero me gusta' tanto


Estar un día más así, yo no lo aguanto


Vamono' a la Luna, vamono' pa'l cine


Vamo' a darno' un beso que nunca se termine


Si quieres algo serio, hay que ver mañana


Si somos novio' o somos pana'


Ooh, uoh, uoh


Si somos novio' o somos pana'


Tranquila, hay que ver mañana


Ooh, uoh, uoh


Si somos novio' o somos nada


Tranquila, hay que ver mañana


Yeh, yeh, yeh, yeh


Enrique Iglesias


Bad Bunny, baby, bebé


(One love, one love)",https://www.letras.com//bad-bunny/el-bano-part-enrique-iglesias/
Bad Bunny,El Chapo,"A mi no me ronquen guapo ni de escoba ni de mambo


Este es el cartel de rap cabrone y yo soy El Chapo


Mi problema me encarcela siempre me les escapo


No me tapo y toda las pistas yo las evaporizo


Atención todos pal piso que llego el blanquito de pelo rizo


Hago caso omiso, al comentario que fulano hizo sin total a esta pendeja


Le saco trillizos no es lo mismo tu roncar que bajar para sinaloa


Aquí los gallos se encabronan y comen hasta bonan


Manada de sicarios que por mi se bajan todo


Y te rocían las Mercedes hasta me traen la rolling loud


No me fango lo mío es mandar así es mi rango


La raya blanca hiper y ya no se ven de pango esto es inato


Nos hemos forzado como todos estos gatos el conejo


Esta en cabina punta otro asesinato


Tu carrera, dulcinea, tu quijote de la mancha


Oye carmelo sin anillo no me ronques en la cancha


Rocante jode jore y de que se le enganchan


El record criminal y tui sin mancha


Cabrones no me busquen no me llamen pa' colaborar


Que soy como el cleeme pr


Medio bipolar un aguacero de momento un sol


Que te puede quemar dile no a las drogas


Popero dale vuelve a enrolar take it easy


No me ronques con tu estilo yeeze


Que mi flow es invaluable como tres pares de yeeze


Siempre se un niño brillante me lo decía la missi


Veloz como jayabus y me roncan montado en bici cleta


Si sabes como soy pa'que me retas


De la p a la pibosa lo mío eres un cleca en 6 minutos


Hago un beat después tiro letra


En lo que tu escribes un verso


Yo hago una canción completa esa es la neta


Piensen en todas las faz del planeta


No hay ser vivo que respire y como yo lo meta


Aumenta la cuenta de banco millones esa es la meta


Trae la z pa' volar en lo que exploto


Las tarjetas en armani


Quiero comprarle una mansion a mami


Que los shots de quila me los sirvan dentro


De un Grammy por Miami flow Montana


Traje blanco la cubana escuchando esto


Lavo los billetes encima e la cama


Y que los planche bebe no me los quemen


Ni los manchen, dile a estos bobos


Que los guantes enganchen


Que voy por un tunel subterraneo


Directo hacia el estrellato oye vato


Esto es otra liga otro formato",https://www.letras.com//bad-bunny/el-chapo/
Bad Bunny,EL CLúB,"Yeah


2 de la mañana en el club


To' el mundo pasándola cabrón


Las mujere' encima de mí


La hookah, las pastilla' y un blunt


La que yo quiera dice que sí


Bien loco cantando LA CANCIÓN


Después de aquí nos vamo' pa'—


¿Qué estará haciendo mi ex?


Que hace tiempo por ahí no se ve


¿Será que ya me superó y le va bien?


Mientras que yo, borracho, pienso


¿Qué estará haciendo mi ex?


Que hace tiempo por ahí no se ve


¿Será que ya me superó y le va bien?


Mientras que yo, borracho, pienso


¿Qué diablo estará haciendo?


¿Estará jangueando? ¿Estará durmiendo?


¿Estará fumando? ¿Estará bebiendo?


¿Seguirá sola o está saliendo?


Con otro que no soy yo, no soy yo


Mami, ese no soy yo, no soy yo


Aposté que te olvidaba y perdí $500


Otra vez me ganaron los sentimiento'


Los muchacho' piensan que yo estoy contento


Pero no, estoy muerto por dentro


La disco está llena y a la vez vacía


Porque no está la nena mía


Con la que yo siempre me reía


Con la que yo siempre me venía


Con la que yo hablaba to' los día'


Y ahora no sé na', y ahora no sé na', ey


¿Qué estará haciendo mi ex?


Que hace tiempo por ahí no se ve


¿Será que ya me superó y le va bien?


Mientras que yo, borracho, pienso


2019, un pestañeo y ahora estamo' aquí


2020, la última ve' que yo fui feli'


2022, la última ve' que yo te vi


La vida no me cumplió na' de lo que le pedí


No sé qué pasó


Yo le pedí a Dio', pero Él también me ghosteó


El futuro me golpeó, en el pasado me dejó


La felicidad se alejó


Y me pregunto, ¿qué estarás haciendo?


Si en mí estás pensando


O si la Luna estás viendo


Con otra persona, conectando


Y si de mí le está' hablando, eh-eh


Espero, aunque sea, ser un buen recuerdo


Ser un buen recuerdo",https://www.letras.com//bad-bunny/el-club/
Bad Bunny,EL MUNDO ES MÍO,"(Uh) ey, ey


¿Quién dijo que no?


(¿Quién dijo que no?) ey


Que no puedo


Yo hago lo que me dé la gana


¿Quién dijo que no?


(¿Quién dijo que no?) ey


Que no puedo


Yo hago lo que me dé la gana


El mundo es mío


El mundo es tuyo


El mundo es mío


El mundo es tuyo (ey, ey)


Ey, ey, ey


Te lo dije hace mucho tiempo


Que como yo, no hay dos (no hay dos)


Ey, ey, ey


Muchas prendas en diamante'


Y no brillan como yo (no brillan como yo)


Ey, ey, ey


Todo tiene su final


Me lo dijo Héctor Lavoe


Ey, ey, ey


Pero yo seré por siempre


Ya me lo dijo Dios


Y yo no voy a fallar


Todo el que habló mal de mí se tuvo que callar


Ninguno tiene el tanque pa' guayar


Si ves mi cuenta, te puede' desmayar (porque), ey


Yo pasé de cero a 7.25, después un millón


Nadie me saca del sillón


Yo siempre picheo, denme el Cy Young


¿Dónde están que no los veo? No los veo


Los hater' me ven y me piden foto


Por encima de todo' ustede', mira cómo floto


Ya no andamo' con Menudo, súbete a mi moto


Si se tira Mayweather, también lo derroto


¿Quién dijo que no?


Ey


Que no puedo


Yo hago lo que me dé la gana


¿Quién dijo que no?


Ey


Que no puedo


Yo hago lo que me dé la gana (ey, ey, ey, ey)


El mundo es mío


El mundo es tuyo


El mundo es mío (mío)


El mundo es tuyo",https://www.letras.com//bad-bunny/el-mundo-es-mio/
Bad Bunny,EN CASITA (part. Gabriela),"(JR)


Ey, ey, ey


Yo que te quería ver (yo que te quería ver)


Pero no se va a poder (pero no se va a poder)


Toca quedarme en casa, casa


Toca quedarme en casa, casa 


Yo que te quería ver (yo que te quería ver)


Pero no se va a poder (no, no, no)


Toca quedarme en casa, casa 


Toca quedarme en casa, casa (ey, ey)


El sol ya se escondió (se escondió)


Y el día nunca empezó (nah, nah, nah)


Son las 9, ya Wanda me texteó (no joda’ má’)


Pa’ casa me metió 


Ahora despierto hasta las seis


Todo el día jugando Play


Se acabó la leche, diablo


Después que yo eché el Corn Flakes


No quiero morir, tampoco romper la ley


Pero estar metío' aquí hasta mayo 16




Está cabrón, está cabrón 


(Está cabrón, está cabrón), ey


Está cabrón, está cabrón


Está cabrón ser yo


En la fila, un viejito se desmayó 


Quiero que el virus se vaya como Roselló


Yeh, yeh, yeh, yeh


No tengo Auto-Tune ni lo quiero usar


El concierto tuve que cancelar


Yeh, yeh, yeh


Y aunque te quería ver (y aunque te quería ver), ey


Pero no se va a poder (yo quería), eh


Toca quedarme en casa, eh 


Toca quedarme en casa, eh (en casita, en casita)


En casita, toca quedarse en casita


Porque si no, viene el virus y nos mata


(Ay, yo quiero cantar una, please)


Yo que te quería ver


Pero no se va a poder


Toca quedarme en casa


Toca quedarme en casa


Yo que te quería ver, ah


Pero no se va a poder


Toca quedarme en casa


Toca quedarme en casa


Cuando todo esto termine


Sabes que me debes un polvo, un pol—


Cuando todo esto termine


Sabes que me debes un polvo, un pol—


Cuando todo esto termine


Sabes que me debes un polvo, un pol—


Cuando la cuarentena termine


Sabes que me debes un polvo, un polvo


Y ahora volvamos a la programación regular 


Escuchando lo mejor que nos trajo el 2020


Yo Hago Lo Que Me Da La Gana


En lo que pronto se estrena, viva el perreo",https://www.letras.com//bad-bunny/en-casita-part-gabriela/
Bad Bunny,Enséñame a Bailar,"Yeh-yeh-yeh-yeh-yeh-yeh-yeh


Eh, eh, eh, eh-eh-eh-eh, eh


Tú y yo, yo y tú nos llevamos bien


Jaja, jaja


Tú y yo, yo y tú nos llevamos bien


¿Kéloké? Dame lu', yo sigo tus pies


A donde vaya', te sigue la luna


Tú eres mi gyal, como tú ninguna, ey


La noche está buena


Qué rico se pasa en Quisqueya, eh, eh


Mi corazón no es de arena


Pero tú 'tás dejando tus huella', eh, eh


Cada vez que me miras


Sin parar de mover las cadera', eh, eh


Esto aquí no termina


Nos fuimos rulin la noche entera, eh, eh


Y enséñame a bailar, mami, yo no sé


Pero ya estoy borracho y son las tre'


Yo quiero ver contigo el amanecer


Tú y yo solito', y el sol


Tú y yo solito', y el sol, ey


Si me dejas, te hago todo lo que a ti te gusta


Ey, rompe to', que yo pago, esa vaina no me asusta


Si tú te tardas, te beso primero


Pórtate mala, dale, ponte cuero


Que nadie se va a enterar, no


No, no pares de bailar, eh-eh


Nadie le va a llegar a lo de nosotro'


Esto e' má' allá, eh, eh


Si tú te tardas, te beso primero


Pórtate mala, dale, ponte cuero


Y enséñame a bailar, mami, yo no sé


Pero ya estoy borracho y son las tre'


Yo quiero ver contigo el amanecer


Tú y yo solito', y el sol


Tú y yo solito', y el sol


Y enséñame a bailar, mami, yo no sé


Pero ya estoy borracho y son las tre'


Yo quiero ver contigo el amanecer


Tú y yo solito', y el sol


Tú y yo solito', y el sol


(Oh-oh)


(Empty my pocket, spend all my money)


(Give you lovin' and go, ah-ah)


(Empty my pocket, spend all my money)


(Give you somethin' on top, ayy-ayy)


(Empty my pocket, spend all my money)


(Give you lovin' and go, ah-ah)


(Empty my pocket, spend all my money)


(Give you somethin' on top)",https://www.letras.com//bad-bunny/ensename-a-bailar/
Bad Bunny,EoO,"Ella viene por ahí y nunca llega sola, so-so-so-so—


Ella nunca llega sola


To' los bandi-bandido' le sueltan las pistola', pa-pa-pa-pa—


Esta es noche lo que hay-hay-hay-hay-hay (dice)


Perreo, baby (sobeteo, baby)


Tra-tra, baby (hasta abajo, baby)


En la disco, baby (yo te cojo, baby)


Tra-tra, baby (tra-tra, baby)


Perreo, baby (sobeteo, baby)


Tra-tra, baby (hasta abajo, baby)


En la disco, baby (yo te cojo, baby)


Ey (tra-tra, baby), ey (tra-tra, baby)


Yo se la mamo y se pone contenta


Está wheeleá' y ya cumplió los 30


Después de las 12, no los cuenta


No la llame' en el jangueo si no quiere' que mienta


'Tás escuchando al número uno en venta'


Por eso con nosotro' nadiе inventa


Me siento como un bichotе en los 90


Lo tengo para'o, ven pa' que lo sienta'


Dale, mami, pégate (¡ah!), vírate


Si me mira' mucho, sabe' que voy a besarte


Dale, mami, pégate (¡ah!), vírate


Si te beso y me lo agarra', entonce' vo'a llevarte


Mira, puñeta, no me quiten el pe-pe-pe-pe-pe-pe-pe—


Mami, yo sé que tú te vuelve' loca cuando el perreo te azota


Pero obliga'o tú te acuerda' de mí si me ve' por ahí


Mami, yo sé que tú te vuelve' loca cuando el perreo te azota


Pero obliga'o tú te acuerda' de mí, de cuando te di


Perreo, baby, tra-tra, baby


En la disco, baby, vamo' a darle, baby


Hasta abajo, baby, no te quite', baby


Bellaqueo, baby, tú y yo solos, baby


Perreo, baby, tra-tra, baby


En la disco, baby, te lo meto, baby


Aquí mismo, baby, delante de tu baby


Te compro la BM y también el AP


Ey, te doy de'o bailando, mami, estoy testing (dale), ey


Tráete a tu bestie (uh), que a la do' le bajamo' el panty (tra)


Tiene a 20 en lista de waiting (dale)


Te lo tiro en la espalda, body painting (¡oh!)


Rompiendo la calle desde los twenty


Anda cazando, no está dating


Rompe la calle siempre que sale


Mami, tú 'tá fit, vo'a lamberte lo' abdominale'


Rompe la calle siempre que sale


Me gusta' porque tú y yo somo' iguale'


Siempre queremo' perreo, -eo


Tú y yo 'tamo envuelto' en el bellaqueo


Cuando nos ponen perreo, -eo, ey


No me ronquen, cabrone', que acá no lo' veo


'Tás escuchando música de Puerto Rico, cabrón


Nosotro' nos criamo' escuchando y cantando esto


En los caserío', en los barrio'


Desde los 90 hasta el 2000, por siempre


Y ando con el mejor de to' los tiempo, Tainy


Y yo no tengo que roncar, ustedes saben ya


Yeah-yeah-yeah-yeah, yeah-yeah-yeah-yeah


Bad Bunny, baby, Bad Bunny, baby, eh


Tainy, Tainy, Tainy, Tainy


Chequéate la historia",https://www.letras.com//bad-bunny/eoo/
Bad Bunny,Es Tiempo,"Yo no quiero más


Peleas por favor pido la paz


Te juro que no sería capaz


De serte infiel so para ya


O dime, ¿Que diablo harás?


Si vas a seguir peleando pincharás


Si tú sabes que por más que peleamos


Siempre nos juntamos, baby mía siempre serás


En verdad que no estoy pa' tu duelo


Así que porfa, deja los celos


Que esa de la foto no es nada más


Que una simple modelo


Vamos pa'l cuarto rompamos el hielo


Tú me aruñas, yo te jalo el pelo


Tomo un vuelo directo pa'l cielo


Que las peleas por ahí las cancelo


Porque es tiempo de parar la discusión


Y entrar a la habitación


Porque es tiempo de la reconciliación


Haciendo el amor


Ha-ha-ha-, haciendo el amor


Ha-ha-ha-, haciendo el amor


¿Para que pelear? Si siempre terminamos igual


Me picheas las llamadas, pa' después llamar


Me dice que me extraña y que me perdona


Pero suena el celular y de nuevo se encabrona


Me dice quién es esa puta, esa cualquiera


Bebe, tú eres la verdadera


De quién tengo retratos en la cartera


No hay ninguna que por ti yo prefiera


Y tú como fiera, peleándome la noche entera


Cancelemos la cartelera y bajemos la bellaquera


Porque es tiempo de parar la discusión


Y entrar a la habitación


Porque es tiempo de la reconciliación


Haciendo el amor


Ha-ha-ha-, haciendo el amor


Ha-ha-ha-, haciendo el amor


Ha-ha-ha-, haciendo el amor


Ha-ha-ha-, haciendo el amor


¿Para qué pelear-para qué pelear?


La Paciencia


Bad Bunny, baby",https://www.letras.com//bad-bunny/es-tiempo/
Bad Bunny,Está Cabrón Ser Yo (part. Anuel AA),"Brr (it's payday, fellas)


Yo Hago Lo Que Me Da La Gana, ¿oíste, lambebicho?


(Frank King got the sauce, so it's hot, eh?)


Uy (I said it's fuckin' payday, motherfuckers), brr


Yo estaba encerrao' en una celda, celda


Por eso no espero que el tiempo vuelva


Yo sueno en to's lao', baby, no te muerda' (muerda')


Por eso yo no espero que me entiendan


Porque está cabrón ser yo, está cabrón ser yo


Está cabrón ser yo, está cabrón ser yo (ey, ey)


Vivo, vivo, vivo, vivo, está cabrón ser yo


Vivo, vivo, vivo, vivo, está cabrón ser yo, ey


Tú quiere' ser yo, yo lo sé (yo lo sé)


¿Que tú pueda'? Hmm, no lo sé (no lo sé), ey


A mí fue que Dios me bendijo (amén)


Mi camino yo lo elijo como yo quiera (ey, ey, ey)


Los reye' de la nueva era


La Lamborghini en la cochera


Más de cien mil en la cadena


Salí pa'l jet directo desde la nevera (brr)


La envidia mata al corazón (yeh)


Sufren de odio con admiración, yeh (admiración)


Soy el mejor trapero vivo en mi opinión (amén)


Y yo mismo hasta me cojo envidia, está cabrón


Demuestra má' respeto, mi colega (mi colega)


Yo no soy Don Omar, pero si el que to' lo pega (¡Don!)


Me quieren tumbar flow Mayweather en Las Vega' (Las Vega')


Y ustedes son lo' duro' hasta que doble A les llega, uy


Yo estaba preso, pero sonaba en la radio (la radio)


No hice discoteca', fui directo a lo' estadio' (a lo' estadio')


Compararme con Bad Bunny es innecesario


Cabrón, nacimo' pobre' pa' morirno' millonario' (prr, prr, prr)


Porque está cabrón ser yo, está cabrón ser yo


Está cabrón ser yo, está cabrón ser yo


Vivo, vivo, vivo, vivo, está cabrón ser yo


Vivo, vivo, vivo, vivo, está cabrón ser yo, brr


Tú quiere' ser yo, yo lo sé, yo lo sé (yo lo sé)


¿Que tú pueda'? Hmm, yo no sé, yo no sé (yo no sé)


A mí fue que Dios me bendijo (amén)


Que lo' maté, Él me lo dijo, eh-eh (prr, prr, prr)


Los reye' de la nueva era (era)


El Lamborghini en la cochera


Yo hago lo que me da la gana cuando quiera


Salí pa'l jet directo desde la nevera (prr, prr, prr)


Ey, ya me acostumbré a lo' flashe' (a lo' flashe')


Y a darle contra el piso, Triple H


Otro flow, no creo que lo catche' (no)


Yo salgo y ninguno suenan, son como la H (prr, prr, prr)


LeBron James, cabrón, yo juego toa' la' posicione'


Michael Phelps tirao' pa' atrá', nadando en mil millone'


¿Que por qué soy el mejor? Les doy cinco razones, ey (pkay)


Porque me sale de lo' cojone'


Sonando diferente, Yaga y Mackie (Yaga y Mackie)


Tu baby está loca que yo le dé un ñaqui


Los tengo sin anillo como Jordan a Charles Barkley


Sold out el Madison, cabrón, sold out el Barclay'


Gira millonaria, dime si estoy facturando, ey


Ustede' son flojo' hasta tuiteando


Se hacen lo' malote' y despué' los ve' rezando


Pero esto es PR, mamabicho, desde Bayamón a Orlando


Y dime quién me va a frontear (dime quién)


Novato y ya me puedo retirar (retirar)


Alcen sus Grammy', dale, vamos a brindar


Con el rey del trap latino, el que lo puso mundial


Por eso es que está cabrón ser yo


¡Brr!


Yeh, yeh, yeh


Real hasta la muerte, ¿oíste, cabrón?


Ey


Bad Bunny, baby


Be, be-be-be-be


Bad Bunny, baby


Be, be-be-be-be


Sere' humano' como nosotro' nacen cada cien año'


Anuel


Yo Hago Lo Que Me De La Gana, hijo de puta


Lo' reye' con los diose'


¿Oíste, bebecita?


Brr, la nueva religión


Real hasta la muerte",https://www.letras.com//bad-bunny/esta-cabron-ser-yo-part-anuel-aa/
