persona_id,nombre,familia,pais,n_conexiones,n_matched,n_unmatched,n_conyuges,n_parejas,n_padres,n_hijos,n_cross_family,n_cross_country,familias_conectadas,paises_conectados
4512,María Gracia Subercaseaux,subercaseaux,chile,2,1,1,1,0,0,1,0,1,,argentina
4572,María Teresa del Toro,toro_venezuela,venezuela,2,1,1,1,0,1,0,1,1,bolívar,colombia
4573,María Teresa del Toro,palacios_venezuela,venezuela,2,1,1,1,0,1,0,1,1,bolívar,colombia
4647,Mariana Echevarría de Santiago y Ulloa,del_solar,peru,2,2,0,1,0,0,1,1,1,valdés_chile,chile
4865,Mercedes Belzu,gorriti,bolivia,2,2,0,0,0,2,0,2,1,zuviría,argentina
5009,Natalia Toledo Paz,pinal_hidalgo,mexico,2,2,0,1,0,1,0,1,1,osma,peru
5037,Nicolás Caputo,caputo,argentina,2,1,1,1,0,1,0,1,1,claro_chile,chile
5156,Paco Malgesto,aguilar,mexico,2,2,0,1,0,0,1,1,1,robles,peru
5174,Pampita,aylwin,argentina,2,1,1,1,1,0,0,0,1,,chile
5279,Pedro Ignacio Lizarzaburu,borja,ecuador,2,1,1,1,0,1,0,0,1,,colombia
5321,Pedro de Cisternas,cortés_de_monroy,chile,2,2,0,1,0,1,0,1,1,malo,mexico
5729,Salvador del Solar,del_solar,peru,2,2,0,0,1,1,0,0,1,,colombia
5857,Simón O'Leary Soublette,ospina,venezuela,2,1,1,1,0,1,0,0,1,,colombia
646,Argentino Podestá,podestá,argentina,1,1,0,0,0,1,0,0,1,,uruguay
766,Baltasar Unquera,garcía_de_zúñiga,uruguay,1,1,0,1,0,0,0,1,1,warnes,argentina
825,Bernardo Herrera Restrepo,restrepo,colombia,1,1,0,0,0,1,0,1,1,toro_venezuela,venezuela
878,César Miró,miró_quesada,peru,1,1,0,1,0,0,0,0,1,,uruguay
1013,Carlos Ortiz de Rozas,ortiz_de_rozas,argentina,1,1,0,1,0,0,0,1,1,ureta,peru
1077,Carmen Dragonetti,de_habich,argentina,1,1,0,1,0,0,0,0,1,,peru
1144,Catalina Suárez Marcayda,moctezuma,mexico,1,1,0,1,0,0,0,0,1,,colombia
1172,Celia Podestá,podestá,uruguay,1,1,0,1,0,0,0,0,1,,argentina
1264,Condado de Villaminaya,portales,chile,1,1,0,1,0,0,0,0,1,,peru
1336,Daniel Aráoz (gobernador),aráoz,argentina,1,1,0,0,0,1,0,0,1,,peru
1361,Daphne Dougall,gibson,argentina,1,1,0,1,0,0,0,0,1,,peru
1713,Enrique Grau Seminario,grau,peru,1,1,0,0,0,1,0,0,1,,colombia
1988,Federico Pinedo (hijo),pinedo,argentina,1,1,0,0,0,0,1,1,1,bulnes,chile
2262,Francisco José Madero González,madero,mexico,1,1,0,1,0,0,0,1,1,concha_chile,chile
2435,Gerard Piqué,de_la_rúa,argentina,1,1,0,0,1,0,0,0,1,,colombia
2615,Gustavo Madero Muñoz,madero,mexico,1,1,0,1,0,0,0,1,1,bitar,chile
3046,Jonathan Freudman,velasco_chile,venezuela,1,1,0,1,0,0,0,0,1,,argentina
3216,José Casimiro de Lavalle y Zugasti,lavalle,peru,1,1,0,0,0,1,0,0,1,,argentina
3504,Josefa Andrade Berti,troconis,colombia,1,1,0,0,0,1,0,0,1,,venezuela
3573,Juan Carlos Bistoto,meruane,argentina,1,1,0,1,0,0,0,0,1,,chile
3724,Juan Pablo Obregón,obregón,colombia,1,1,0,0,1,0,0,1,1,vicuña,chile
3781,Juan de Tolosa,moctezuma,mexico,1,1,0,1,0,0,0,1,1,pizarro,chile
3822,Julia Urquidi Illanes,vargas_llosa,bolivia,1,1,0,1,0,0,0,0,1,,peru
3851,Julio Campero y Aráoz,campero,argentina,1,1,0,0,0,0,1,0,1,,bolivia
4129,Luis Fermín de Carvajal,carvajal_y_vargas,peru,1,1,0,0,0,1,0,0,1,,chile
4555,María Ramírez,antúnez,chile,1,1,0,1,0,0,0,0,1,,peru
4661,Mariano Campero y Ugarte,campero,peru,1,1,0,0,0,1,0,0,1,,argentina
4724,Mario Ruiz Massieu,ruiz-massieu,mexico,1,1,0,1,0,0,0,1,1,bielsa,argentina
4750,Marquesado de Solanda,sucre,venezuela,1,1,0,1,0,0,0,0,1,,colombia
4751,Marquesado de Tejares,portales,chile,1,1,0,1,0,0,0,0,1,,peru
4906,Miguel Aráoz y Arce,aráoz,peru,1,1,0,0,0,0,1,0,1,,argentina
5142,Pablo Mouche,saravia,argentina,1,1,0,0,1,0,0,0,1,,uruguay
5300,Pedro Nolasco Cruz Vergara,cruz_chile,chile,1,1,0,1,0,0,0,1,1,borrero,colombia
5469,Rafael Santa Cruz (torero),santa_cruz,peru,1,1,0,0,0,0,1,1,1,zea,colombia
5810,Segundo Cernadas,neyra,argentina,1,1,0,1,0,0,0,0,1,,peru
