pais,label,count
ecuador,Regiones actuales,1
ecuador,Miembros,1
ecuador,Fundador,1
ecuador,Último gobernante,1
ecuador,Fernando Vergara Caicedo,1
ecuador,Alumno de,1
ecuador,Juan Vélez de Guevara y Salamanca,1
ecuador,Álvaro Lloreda,1
ecuador,Embajador de Colombia en España,1
ecuador,Miembro de la Asamblea Nacional Constituyente de 1953porValle del Cauca,1
ecuador,Miembro de la Cámara de representantes de ColombiaporValle del Cauca,1
ecuador,Francisco José Lloreda,1
ecuador,Alto Consejero Presidencial para la Seguridad Ciudadana,1
ecuador,Embajador de Colombia antes los Países Bajos,1
ecuador,Ministro Económico de Colombia(Ad hoc),1
ecuador,Luis Ignacio Del Castillo Caicedo,1
ecuador,Monumento a Joaquín de Cayzedo y Cuero,1
ecuador,País,1
ecuador,Localidad,1
ecuador,Coordenadas,1
ecuador,Tipo,1
ecuador,Estilo,1
ecuador,Autor,1
ecuador,Leyenda,1
ecuador,Historia,1
ecuador,Inauguración,1
ecuador,Planos y mapas,1
ecuador,Ricardo Portocarrero,1
ecuador,Gregorio Miguel Valenzuela Fajardo,1
ecuador,Alcalde ordinario de Bogotá(Primer voto y segundo voto),1
ecuador,Cristóbal Vélez Ladrón de Guevara,1
ecuador,Ejercicio,1
ecuador,Felipe de Vergara Azcárate,1
ecuador,Presidente de Cundinamarca(interino),1
ecuador,Presidente del Senado de Cundinamarca,1
ecuador,"Secretario de Estado, Guerra y de Relaciones Exteriores delEstado Libre de Cundinamarca",1
ecuador,Rector de laUniversidad del Rosario,1
ecuador,Teniente de GobernadoryAuditor de guerradeCartagena de Indias,1
ecuador,Miguel Antonio Caro,1
ecuador,6.ºPresidente de la República de Colombia[1]​,1
ecuador,2.ºVicepresidente de la República de Colombia,1
ecuador,Delegatario del Consejo Nacional Constituyentepor elEstado Soberano de Panamá,1
ecuador,Ana de Narváez de Caro,1
ecuador,Primera dama de ColombiaCargo protocolar,1
ecuador,Segunda damadeColombiaCargo protocolar,1
ecuador,Harold Eder,1
ecuador,Ministro de Fomento de Colombia[1]​,1
ecuador,Alejandro Eder,1
ecuador,Alcalde de CaliActualmente en el cargo,1
ecuador,Alto Consejero Presidencial para la Reintegración Nacional,1
ecuador,Julio Portocarrero O'Leary,1
ecuador,Ignacio Valenzuela Fajardo,1
ecuador,Antonia Vergara y Sanz de Santamaría,1
ecuador,José Eusebio Caro,1
ecuador,Julio Caro,1
ecuador,3er. Gerente delBanco de la República,1
ecuador,José de Vergara Azcárate y Gómez de Sandoval,1
ecuador,CorregidordeBucaramanga,1
ecuador,Alcalde Ordinario de Pamplona,1
ecuador,Alcalde Ordinario de Vetas,1
ecuador,Corregidor del Corregimiento de Servitá,1
ecuador,Taliana Vargas,1
ecuador,Primera damadeCaliCargo ProtocolarActualmente en el cargo,1
ecuador,Alcalde,1
ecuador,Premios artísticos,1
ecuador,Otros premios,1
ecuador,María Eugenia Piedrahita,1
ecuador,José María Vergara Tenorio,1
ecuador,Cónsulde laRepública de la Nueva GranadaenEcuador,1
ecuador,José Gregorio Gutiérrez Moreno,1
ecuador,Gobernador de Cundinamarca,1
ecuador,Ignacio Gutiérrez,1
ecuador,Presidente Designado de la Confederación Granadina,1
ecuador,Presidente del Estado Soberano de Cundinamarca[3]​,1
ecuador,Secretario de Hacienda de la Confederación Granadina[2]​,1
ecuador,Ministro encargado,1
ecuador,Secretario de Hacienda de la República de la Nueva Granada[2]​Encargado,1
ecuador,Director General de Instrucción Pública de la República de la Nueva Granada[2]​Encargado,1
ecuador,Jorge Checa Eguiguren,1
ecuador,"Diputado de la República del Perúporprovincia de Sullana, (Piura)",1
ecuador,Presidente delClub Alianza Lima,1
ecuador,Manuel Checa Solari,1
ecuador,Miguel Antonio Checa Eguiguren,1
ecuador,Embajador del Perú en la República Argentina,1
ecuador,"Diputado de la República del Perúporprovincia de Piura,Piura",1
ecuador,Alcalde de Chorrillos,1
ecuador,Enrique Checa Eguiguren,1
ecuador,Senador de la República del Perúpor eldepartamento de Piura,1
ecuador,Alcalde Provincial de Sullana,1
ecuador,Luis Antonio Eguiguren Escudero,1
ecuador,Presidente de la Corte Suprema de Justicia de la República del Perú,1
ecuador,Vocal de la Corte Suprema de Justicia de la República del Perú,1
ecuador,Presidente del Congreso Constituyente de la República del Perú,1
ecuador,Diputado Constituyente de la República del Perú,1
ecuador,Secretario de la Embajada del Perú ante la Santa Sede,1
ecuador,Francisco Eguiguren Praeli,1
ecuador,Embajador del Perú en el Reino de España,1
ecuador,Embajador del Perú en el Principado de Andorra,1
ecuador,Ministro de Justicia del Perú,1
ecuador,Comisionado de la Comisión Interamericana de Derechos Humanos,1
ecuador,Francisco José Eguiguren Escudero,1
ecuador,Presidente de la Corte Suprema del Perú,1
ecuador,"Ministro de Justicia, Instrucción y Culto",1
ecuador,José Javier de Eguiguren,1
ecuador,Presidente Encargado de la República del Ecuador,1
ecuador,Ministro de Hacienda de Ecuador,1
ecuador,Rogelio Valdivieso Eguiguren,1
ecuador,Canciller de la República del Ecuador,1
ecuador,Diputado Nacional de EcuadorporLoja,1
ecuador,Vicente Eguiguren Riofrío,1
ecuador,Víctor Eguiguren Escudero,1
ecuador,Embajador y Ministro plenipotenciario del Perú en Argentina,1
ecuador,Ministro plenipotenciario del Perú en Estados Unidos,1
ecuador,Canciller,1
ecuador,"Diputado de la República del PerúporPiura, (Piura)",1
ecuador,Miguel Checa y Checa,1
ecuador,"Diputado de la República del Perúporprovincia de Paita, (Piura)",1
ecuador,Ignacio Escudero y Valdivieso,1
ecuador,Diputado constituyente de la República del PerúporLa Libertad,1
ecuador,María Cristina Díaz-Granados,1
ecuador,José Ignacio Díaz-Granados Morales,1
ecuador,Sergio Díaz-Granados,1
ecuador,Presidente ejecutivoCAF - Banco de Desarrollo de América Latina y el CaribeActualmente en el cargo,1
ecuador,Presidente delPartido de la U,1
ecuador,"Ministro de Comercio, Industria y Turismo de Colombia[1]​",1
ecuador,Miembro de laCámara de Representantes de ColombiaporMagdalena,1
ecuador,Ricardo Díaz Granados Mantilla,1
ecuador,Antonio Sánchez Granados,1
ecuador,Cargos ocupados,1
ecuador,Emilio Estrada Icaza,1
ecuador,Proyectos representativos,1
ecuador,Julio Estrada Icaza,1
ecuador,Director del Archivo Histórico del Guayas,1
ecuador,Emilio Estrada,1
ecuador,Rosana Vinueza Estrada,1
ecuador,Concejal de Guayaquil,1
ecuador,Lastenia Gamarra,1
ecuador,Roberto Isaías,1
ecuador,Luis Noboa Naranjo,1
ecuador,Álvaro Noboa Pontón,1
ecuador,Asambleísta Constituyente de Ecuadorpor laCircunscripción Nacional,1
ecuador,Daniel Noboa,1
ecuador,Presidente de la República del EcuadorActualmente en el cargo,1
ecuador,Vicepresidenta,1
ecuador,Presidente de Acción Democrática NacionalActualmente en el cargo,1
ecuador,Secretaria,1
ecuador,Presidentepro temporede la Comunidad AndinaActualmente en el cargo,1
ecuador,Asambleísta Nacional del EcuadorporSanta Elena,1
ecuador,Diego Noboa,1
ecuador,Intendente del Departamento de Guayaquil,1
ecuador,Isabel Noboa Pontón,1
ecuador,Annabella Azín,1
ecuador,Asambleísta Nacional de EcuadorporCircunscripción NacionalActualmente en el cargo,1
ecuador,Asambleísta Constituyente de EcuadorporGuayas,1
ecuador,Diputada Nacional de EcuadorporGuayas,1
ecuador,Lavinia Valbonesi,1
ecuador,Primera dama de EcuadorCargo protocolarActualmente en el cargo,1
ecuador,Tomasa Carbo Noboa,1
ecuador,Isidro Romero,1
ecuador,Diputado Nacional de EcuadorporGuayas,1
ecuador,31.º Presidente del Barcelona Sporting Club,1
ecuador,Benjamín Roca García,1
ecuador,Ministro de Agricultura del Perú,1
ecuador,Ministro de Hacienda y Comercio del Perú,1
ecuador,Francisco María Roca,1
ecuador,Miembro de la Junta de Gobierno Provisional de Guayaquil,1
ecuador,Cónsul generaldelEcuadorenPerú,1
ecuador,Ignacio Casimiro Roca,1
ecuador,José Antonio Roca y Boloña,1
ecuador,Diputado constituyente de la República del PerúporHuari(Ancash),1
ecuador,Luis Roca y Boloña,1
ecuador,Alejandro Roca Rey,1
ecuador,Instrumento,1
ecuador,Tipo de voz,1
ecuador,Vicente Ramón Roca,1
ecuador,Triunviro del EcuadorGobierno Provisorio,1
ecuador,Gobernador de Guayas,1
ecuador,Juana Andrade Fuente Fría,1
ecuador,Juan Emilio Roca Andrade,1
ecuador,Francisco José Caldas Tenorio,1
ecuador,Abreviatura en botánica,1
ecuador,Abreviatura en zoología,1
ecuador,José María Quijano Wallis,1
ecuador,Senador de los Estados Unidosde Colombia,1
ecuador,Miembro de la Cámara de Representantes de ColombiaporCaucaCauca,1
ecuador,Rector de laUniversidad del Cauca,1
ecuador,Embajador de Colombia ante el Reino Unido de la Gran Bretaña e Irlanda del Norte,1
ecuador,Secretario de TesorodeColombia,1
ecuador,José Ignacio Tenorio y Carvajal,1
ecuador,Oidor de Quito,1
ecuador,Lealtad,1
ecuador,Edwin Tenorio,1
ecuador,Datos personales,1
ecuador,Nombre completo,1
ecuador,Apodo(s),1
ecuador,Nacionalidad(es),1
ecuador,Peso,1
ecuador,Carrera deportiva,1
ecuador,Deporte,1
ecuador,Club profesional,1
ecuador,Debut deportivo,1
ecuador,Posición,1
ecuador,Retirada deportiva,1
ecuador,Selección nacional,1
ecuador,Selección,1
ecuador,Debut,1
ecuador,Part.(goles),1
ecuador,Tomás Tenorio y Carvajal,1
ecuador,Alcalde Ordinario de Santafé de Bogotá,1
ecuador,Elector de la Constitución de Cundinamarcapor la Mesa de Juan Díaz,1
ecuador,Camilo Torres Tenorio,1
ecuador,Presidente del Congreso de las Provincias Unidas de la Nueva Granada de Colombia,1
ecuador,Presidente de las Provincias Unidas de la Nueva Granada,1
ecuador,Elector de la Constitución de CundinamarcaporCapilla del Sagrario de Bogotá,1
ecuador,Manuel Quijano Ordóñez,1
ecuador,Presidente delCongreso de la República de Colombia,1
ecuador,Gobernadorde laProvincia de Pamplona,1
ecuador,Ministro de Estado y de Relaciones Exteriores de los Estados Unidos de Colombia,1
ecuador,Secretario de Gobierno de Cauca,1
ecuador,Rector de la Universidad de Popayán,1
ecuador,Francisco Quijano y Mosquera,1
ecuador,Paloma Yerovi,1
ecuador,Nicolás Yerovi,1
ecuador,Clemente Yerovi,1
ecuador,Presidente Interino de la República del EcuadorDe facto,1
ecuador,Géneros,1
uruguay,detalle,353
uruguay,Nacimiento,143
uruguay,Información personal,139
uruguay,Información profesional,137
uruguay,Ocupación,137
uruguay,Nacionalidad,134
uruguay,Fallecimiento,127
uruguay,Familia,124
uruguay,Cónyuge,92
uruguay,Predecesor,91
uruguay,Sucesor,88
uruguay,Padres,81
uruguay,Hijos,69
uruguay,Partido político,55
uruguay,Nombre de nacimiento,53
uruguay,Educación,44
uruguay,Presidente,43
uruguay,Educado en,37
uruguay,Sepultura,35
uruguay,Familiares,20
uruguay,Distinciones,15
uruguay,Religión,14
uruguay,Empleador,13
uruguay,Causa de muerte,12
uruguay,Nombre completo,11
uruguay,Padre,11
uruguay,Rango militar,11
uruguay,Conflictos,11
uruguay,Firma,10
uruguay,Sucesora,9
uruguay,Senador de la República,9
uruguay,Seudónimo,8
uruguay,Rama militar,8
uruguay,Gabinete,7
uruguay,Vicepresidente,7
uruguay,Predecesora,7
uruguay,Cargos ocupados,7
uruguay,Pareja,7
uruguay,Junto con,6
uruguay,Residencia,6
uruguay,Género,6
uruguay,Miembro de,6
uruguay,Lealtad,6
uruguay,País,5
uruguay,Propietario,5
uruguay,Sitio web,5
uruguay,Carrera deportiva,5
uruguay,Deporte,5
uruguay,Medio,5
uruguay,Lengua materna,5
uruguay,Años activa,5
uruguay,Ubicación,4
uruguay,Estilo,4
uruguay,Construcción,4
uruguay,Altura,4
uruguay,Movimiento,4
uruguay,Datos personales,4
uruguay,Madre,3
uruguay,Nominado por,3
uruguay,Localización,3
uruguay,Coordenadas,3
uruguay,Información general,3
uruguay,Usos,3
uruguay,Diseño y construcción,3
uruguay,Arquitecto,3
uruguay,Localidad,3
uruguay,Ministro del Interior de la Nación Argentina,3
uruguay,Diputado de la Repúblicapor Montevideo,3
uruguay,Título,3
uruguay,Educada en,3
uruguay,Canciller de la República,3
uruguay,Nombre en español,3
uruguay,Obras notables,3
uruguay,Raúl Fontaina,3
uruguay,Apodo,3
uruguay,Diputado de la Repúblicapor Florida,3
uruguay,Nombre completo,3
uruguay,Nacionalidad(es),3
uruguay,Posición,3
uruguay,Retirada deportiva,3
uruguay,Selección,3
uruguay,Part.(goles),3
uruguay,Ministro de laCorte Suprema de Justicia de la Nación Argentina,2
uruguay,Dirección,2
uruguay,Inauguración,2
uruguay,Ministro de Relaciones Exteriores de la Nación Argentina,2
uruguay,Fundador,2
uruguay,Senador de Uruguay,2
uruguay,Lorenzo Batlle y Grau,2
uruguay,8.ºPresidente Constitucional de Uruguay,2
uruguay,Josep Batlle i Carreó,2
uruguay,Características físicas,2
uruguay,Jorge Batlle,2
uruguay,38.°presidente de la República Oriental del Uruguay,2
uruguay,Representante NacionalporMontevideo,2
uruguay,Matilde Ibáñez,2
uruguay,30.ºPrimera dama de la República Oriental del Uruguay,2
uruguay,Instrumento,2
uruguay,Tipo,2
uruguay,Mandos,2
uruguay,Designado por,2
uruguay,Manuela Warnes,2
uruguay,Primera dama de ChileCargo protocolar,2
uruguay,Joaquín Prieto,2
uruguay,Presidente de la República de Chile,2
uruguay,General en JefedelEjército de Chile,2
uruguay,Intendentede laprovincia de Concepción,2
uruguay,Conocido por,2
uruguay,Ana Monterroso de Lavalleja,2
uruguay,Juan Vicente Podestá,2
uruguay,Años activo,2
uruguay,Ministro de Relaciones Exteriores y Culto de la Nación Argentina,2
uruguay,Horacio Rodríguez Larreta,2
uruguay,Afiliaciones,2
uruguay,Intendente de Cerro Largo,2
uruguay,Apodo(s),2
uruguay,Peso,2
uruguay,Club profesional,2
uruguay,Debut deportivo,2
uruguay,Goles en clubes,2
uruguay,Selección nacional,2
uruguay,Debut,2
uruguay,Victoria Aguirre Anchorena,1
uruguay,Aarón de Anchorena,1
uruguay,Manuel de Anchorena,1
uruguay,Embajador de Argentina en el Reino Unido,1
uruguay,Tomás Joaquín de Anchorena,1
uruguay,Embajador de Argentina en Francia,1
uruguay,Subsecretario de Agricultura y Ganadería de la Nación Argentina,1
uruguay,Joaquín Samuel de Anchorena,1
uruguay,20.ºIntendente de Buenos Aires,1
uruguay,Diputado de la Nación Argentinaporla Capital Federal,1
uruguay,Presidente de laSociedad Rural Argentina,1
uruguay,Mercedes Castellanos,1
uruguay,Benito Alberto Nazar Anchorena,1
uruguay,Interventor Federalde laprovincia de Tucumán,1
uruguay,Nicolás Anchorena,1
uruguay,Palacio Fernández Anchorena,1
uruguay,Detalles técnicos,1
uruguay,Plantas,1
uruguay,Palacio Ortiz Basualdo Dorrego,1
uruguay,Nombres anteriores,1
uruguay,Demolido,1
uruguay,Sistema estructural,1
uruguay,Promotor,1
uruguay,Palacio San Martín,1
uruguay,Tomás Manuel de Anchorena,1
uruguay,Tomás Severino de Anchorena,1
uruguay,Batlle,1
uruguay,Funciones civiles,1
uruguay,Miembros,1
uruguay,Último gobernante,1
uruguay,José Amorín Batlle,1
uruguay,Presidente delBanco de Seguros del EstadoActualmente en el cargo,1
uruguay,Ministro de  Educación y Cultura,1
uruguay,Luis Batlle Berres,1
uruguay,30.ºPresidente constitucional de Uruguay,1
uruguay,Presidente del Consejo Nacional de GobiernoII Consejo Nacional de Gobierno,1
uruguay,4.ºVicepresidente de Uruguay,1
uruguay,Representante Nacional,1
uruguay,José Batlle y Ordóñez,1
uruguay,19.º y 21.erpresidente de Uruguay,1
uruguay,Presidente interino de Uruguay,1
uruguay,2.º y 5.topresidente del Consejo Nacional de Administración,1
uruguay,Senador de la RepúblicaporMontevideo,1
uruguay,Representante NacionalporSalto,1
uruguay,Jefe político de Minas,1
uruguay,César Batlle Pacheco,1
uruguay,Miembro delConsejo Nacional de Gobierno,1
uruguay,Presidente Club Atlético Peñarol,1
uruguay,16° y 22° Presidente de la Asociación Uruguaya de Fútbol,1
uruguay,Lorenzo Batlle Pacheco,1
uruguay,Rafael Batlle Pacheco,1
uruguay,Raúl Batlle,1
uruguay,Julio Amorín Larrañaga,1
uruguay,Ministerio de Trabajo y Seguridad Social de Uruguay,1
uruguay,Luis Batlle Ibáñez,1
uruguay,Matilde Pacheco,1
uruguay,19.º y 21.ºPrimera dama del Estado Oriental del Uruguay,1
uruguay,Mercedes Menafra,1
uruguay,Primera dama de Uruguaycargo protocolar,1
uruguay,Daniel Blanco Acevedo,1
uruguay,Eduardo Blanco Acevedo,1
uruguay,Ministro de Instrucción Pública y Previsión Social,1
uruguay,Ministro de Salud Pública,1
uruguay,Juan Carlos Blanco Acevedo,1
uruguay,Ministro de Relaciones Exteriores,1
uruguay,Pablo Blanco Acevedo,1
uruguay,Ministro de Justicia e Instrucción Pública,1
uruguay,Juan Carlos Blanco Estradé,1
uruguay,Juan Carlos Blanco Fernández,1
uruguay,Presidentes Banco de la República Oriental del Uruguay(BROU),1
uruguay,Domingo Bordaberry,1
uruguay,Senador,1
uruguay,Josefina Herrán,1
uruguay,Juan María Bordaberry Arocena,1
uruguay,Presidente de Uruguayde facto,1
uruguay,34.ºPresidente Constitucional de Uruguay,1
uruguay,Ministro de Ganadería,1
uruguay,Pedro Bordaberry,1
uruguay,Senador de UruguayActualmente en el cargo,1
uruguay,Ministro de Turismo y Deporte,1
uruguay,"Ministro de Industria, Energía y Minería de Uruguay",1
uruguay,Secretario General del Partido Colorado,1
uruguay,Estudiantes,1
uruguay,Jorge Herrán,1
uruguay,Roberto Fontaina,1
uruguay,Presidente de laAsociación General de Autores,1
uruguay,Cónsul  de Uruguay enEstados Unidos,1
uruguay,Grupo Fontaina De Feo,1
uruguay,Información de publicación,1
uruguay,Primera aparición,1
uruguay,Creador,1
uruguay,Industria,1
uruguay,Marcas,1
uruguay,Presidente de la Asociación Interamericana de Radiodifusión,1
uruguay,Programas,1
uruguay,Carlos Scheck,1
uruguay,Ministro delTribunal de Cuentas,1
uruguay,Carlos Eugenio Scheck,1
uruguay,Daniel Scheck,1
uruguay,Presidente de laSociedad Televisora Larrañaga,1
uruguay,Horacio Scheck,1
uruguay,Gerente General deTeledoce Televisora Color,1
uruguay,Presidente de la Sociedad Televisora Larrañaga,1
uruguay,Juan Francisco García de Zúñiga,1
uruguay,Alonso García de Zúñiga,1
uruguay,Ana Jacoba García de Zúñiga,1
uruguay,Esteban Justo García de Zúñiga,1
uruguay,Mateo García de Zúñiga,1
uruguay,General Tomás García de Zúñiga,1
uruguay,Victorio García de Zúñiga,1
uruguay,Eduardo García de Zúñiga,1
uruguay,Ignacio Warnes,1
uruguay,Gobernadorde laprovincia de Santa Cruz de la Sierra,1
uruguay,Comandante en jefedelEjército Cruceño(jefe delEstado Mayor),1
uruguay,Martín José Warnes,1
uruguay,Martina Warnes,1
uruguay,Manuel Antonio José Warnes,1
uruguay,Joaquín Prieto Warnes,1
uruguay,Baltasar de Unquera,1
uruguay,José Joaquín Prieto Hurtado,1
uruguay,"Diputado de la República de Chilepor Concepción, Talcahuano, Lautaro, Coelemu",1
uruguay,Diputado de la República de Chilepor Caupolicán,1
uruguay,Ministro de Guerra y Marina(subrogante),1
uruguay,Ministro de Hacienda,1
uruguay,Alberto Gallinal Heber,1
uruguay,Intendente de Florida,1
uruguay,Arturo Heber,1
uruguay,Alberto Héber Usher,1
uruguay,Presidente del Consejo Nacional de GobiernoIV Consejo Nacional de Gobierno,1
uruguay,Diputado de UruguayporFlorida,1
uruguay,Presidente del Directorio,1
uruguay,Luis Alberto Heber,1
uruguay,Ministro del Interior de Uruguay,1
uruguay,Ministro de Transporte y Obras Públicas de Uruguay,1
uruguay,Ministro (Interino) de Transporte y Obras Públicas de Uruguay,1
uruguay,Presidente del Directorio del Partido Nacional,1
uruguay,Representante NacionalporRivera,1
uruguay,Mario Heber Usher,1
uruguay,Diputado de la Repúblicapor Rivera,1
uruguay,Alejandro Gallinal Conlazo,1
uruguay,Casa de Juan Antonio LavallejaMuseo Histórico Nacional,1
uruguay,Tipo y colecciones,1
uruguay,Historia y gestión,1
uruguay,Creación,1
uruguay,Administrador,1
uruguay,Información del edificio,1
uruguay,Edificio,1
uruguay,Información para visitantes,1
uruguay,Precio,1
uruguay,Horario,1
uruguay,Planos y mapas,1
uruguay,Juan Antonio Lavalleja,1
uruguay,Triunviro de Uruguay(Triunvirato de Gobierno de 1853conFloresyRivera),1
uruguay,4.ºGobernador y capitán general provisorio del Estado Oriental del Uruguay,1
uruguay,4.ºGobernadorde la Provincia Orientaldel Uruguay(y capitán general),1
uruguay,Manuel Lavalleja,1
uruguay,Esther Boggini,1
uruguay,Olinda Bozán,1
uruguay,Lea Conti,1
uruguay,Anita Podestá,1
uruguay,Antonio Podestá,1
uruguay,Aparicio Podestá,1
uruguay,Argentino Podestá,1
uruguay,Arturo Podestá,1
uruguay,Blanca Podestá,1
uruguay,Celia Podestá,1
uruguay,Gerónimo Podestá,1
uruguay,Hebe Podestá,1
uruguay,José Podestá,1
uruguay,María Podestá,1
uruguay,María Esther Podestá,1
uruguay,Pablo Podestá,1
uruguay,Pedro Podestá,1
uruguay,Totón Podestá,1
uruguay,Segundo Pomar,1
uruguay,María Teresa Torterolo,1
uruguay,Rosa Bozán,1
uruguay,Oscar Valicelli,1
uruguay,Alberto Ballerini,1
uruguay,Alita Román,1
uruguay,Alberto Rodríguez Larreta,1
uruguay,Nombre,1
uruguay,F1,1
uruguay,Equipos,1
uruguay,Años,1
uruguay,Grandes Premios,1
uruguay,Victorias,1
uruguay,Podios,1
