persona_id,nombre,familia,pais,n_conexiones,n_matched,n_unmatched,n_conyuges,n_parejas,n_padres,n_hijos,n_cross_family,n_cross_country,familias_conectadas,paises_conectados
2371,Francisco Vergara Mayorga,olmos,colombia,4,3,1,1,0,2,1,2,0,caicedo,
2626,Gustavo Santos Montejo,santos,colombia,4,2,2,1,0,1,2,2,0,calderón_colombia,
2793,Ignacio Warnes,garcía_de_zúñiga,argentina,4,3,1,1,0,2,1,2,1,warnes,colombia
2824,Isaac León Frías,tamayo_perú,peru,4,2,2,1,0,2,1,2,0,alarco,
3018,Joaquín Prieto Hurtado,warnes,chile,4,3,1,1,0,1,2,2,0,garcía_de_zúñiga,
3051,Jorge Alessandri,velasco_chile,chile,4,3,1,0,0,2,2,2,0,morandé,
3308,Joaquín Prieto,warnes,chile,4,3,1,1,0,2,1,2,0,garcía_de_zúñiga,
3387,José María de la Cruz Prieto,cruz_chile,chile,4,3,1,1,0,2,1,2,0,vial,
3419,José Pablo Leyva,leyva,colombia,4,2,2,1,0,1,2,2,0,durán_colombia,
3778,Juan de San Martín,balcarce,argentina,4,4,0,1,0,1,2,2,0,san_martín,
3779,Juan de San Martín,san_martín,argentina,4,4,0,1,1,0,2,2,0,balcarce,
4056,Luciano Urdaneta Vargas,parís,venezuela,4,4,0,0,0,2,2,2,0,urdaneta,
4168,Luis Miró Quesada Garland,miró_quesada,peru,4,3,1,1,0,1,2,2,0,cisneros,
4200,Luis Ulloa,cisneros,peru,4,3,1,1,0,1,2,2,0,ulloa,
4426,Manuel Velarde Aspíllaga,paz,peru,4,2,2,1,0,2,1,2,0,diez_canseco,
4427,Manuel Velarde Dellepiane,diez_canseco,peru,4,2,2,1,0,1,2,2,0,paz,
4506,María Eugenia de Escalada,san_martín,argentina,4,2,2,1,0,1,2,2,0,balcarce,
4597,Marcelino Uribe Arango,restrepo,colombia,4,3,1,1,0,1,2,2,0,urdaneta,
4598,Marcelino Uribe Botero,urdaneta,colombia,4,2,2,1,0,2,1,2,0,restrepo,
5031,Nicanor Restrepo Santamaría,restrepo,colombia,4,2,2,1,0,1,2,2,0,jaramillo_colombia,
5127,Pío Tristán,tristán_del_pozo,peru,4,2,2,0,0,3,1,2,0,echenique,
5555,Ricardo Matte Pérez,matte,chile,4,2,2,1,0,1,2,2,0,bello,
5938,Teresa Carreño,carreño,venezuela,4,3,1,1,0,1,2,2,1,toro_venezuela,colombia
109,Adolfo Zaldívar,vicuña,chile,3,3,0,1,0,1,1,2,0,zaldívar,
202,Alberto Rodríguez Saá,rodríguez_saá,argentina,3,2,1,1,0,1,1,2,0,"rodríguez_(san_luis,_argentina)",
462,Anacleto Clemente Bolívar,palacios_venezuela,venezuela,3,2,1,1,0,1,1,2,0,toro_venezuela,
627,Antonio de Vergara Azcárate,vergara-azcárate,colombia,3,2,1,1,0,1,1,2,0,olmos,
828,Bernardo Larraín Matte,matte,chile,3,2,1,1,0,2,0,2,0,bunster,
855,Bolívar Ulloa,ulloa,peru,3,2,1,1,0,1,1,2,0,cisneros,
1060,Carlos Villaveces Restrepo,villaveces,colombia,3,2,1,1,0,1,1,2,0,urdaneta,
1601,Elena Largacha Ortiz,holguín,colombia,3,3,0,1,0,1,1,2,0,largacha,
1815,Esteban Justo García de Zúñiga,garcía_de_zúñiga,argentina,3,3,0,0,0,1,2,2,0,warnes,
1884,Fabio Lozano y Lozano,torrijos,colombia,3,2,1,1,0,1,1,2,0,lozano,
2063,Fernando Bolívar,palacios_venezuela,venezuela,3,2,1,1,0,1,1,2,0,toro_venezuela,
2068,Fernando Caro Tanco,azuola,colombia,3,2,1,1,0,1,1,2,0,caicedo,
2790,Ignacio Vargas,parís,colombia,3,2,1,1,0,1,1,2,2,urdaneta,venezuela
3201,José Bernardo Sáenz de Santamaría,galeano,colombia,3,2,1,1,0,1,1,2,2,prieto,chile
3396,José Miguel Carrera,valdivieso,chile,3,3,0,1,0,1,1,2,0,pinto_chile,
3491,José de Vergara Azcárate,vergara-azcárate,colombia,3,2,1,1,0,1,1,2,0,"caicedo, olmos",
3886,Julio Portocarrero O'Leary,caicedo,colombia,3,2,1,0,1,1,1,2,0,soublette,
4210,Luis Villaveces Santamaría,villaveces,colombia,3,2,1,1,0,1,1,2,0,urdaneta,
4253,Magdalena de Guzmán,pizarro,chile,3,2,1,2,0,1,0,2,1,"cortés_de_monroy, moctezuma",mexico
4772,Martín José Warnes,garcía_de_zúñiga,argentina,3,3,0,0,0,2,1,2,1,warnes,colombia
4783,Marta Cruz-Coke,cruz-coke,chile,3,2,1,1,0,1,1,2,0,cruz_chile,
4794,Martina Warnes,warnes,argentina,3,3,0,1,0,2,0,2,2,garcía_de_zúñiga,"colombia, uruguay"
4816,Matilde Ladrón de Guevara,mendoza_ladrón_de_guevara,chile,3,2,1,1,0,1,1,2,0,bustamante,
4907,Miguel Arce,acuña,peru,3,3,0,0,3,0,0,2,0,cayo,
5061,Nicolás Yerovi,cano,peru,3,3,0,0,1,1,1,2,0,yerovi,
5947,Teresa Tanco de Herrera,cordovéz,colombia,3,2,1,1,0,1,1,2,0,argáez,
383,Alonso Hernández Portocarrero,pizarro,colombia,2,2,0,1,1,0,0,2,2,moctezuma,mexico
789,Benita Martínez Pastoriza de Sarmiento,sarmiento,argentina,2,2,0,1,0,0,1,2,0,sarsfield,
1016,Carlos Palacios y Blanco,palacios_venezuela,venezuela,2,2,0,0,0,1,1,2,0,toro_venezuela,
1076,Carmen Castillo (cineasta),allende,chile,2,2,0,0,0,2,0,2,0,velasco_chile,
1816,Esteban Palacios y Blanco,palacios_venezuela,venezuela,2,2,0,0,0,1,1,2,0,toro_venezuela,
2466,Gervasio Ortiz de Rozas,ortiz_de_rozas,argentina,2,2,0,0,0,0,2,2,0,garcía-mansilla,
2580,Guillermo Palacios Bolívar,palacios_venezuela,venezuela,2,2,0,0,0,1,1,2,0,toro_venezuela,
2812,Inti Briones,mendoza_ladrón_de_guevara,chile,2,2,0,0,0,1,1,2,0,bustamante,
2842,Isabel Sabogal,sabogal,peru,2,2,0,0,0,1,1,2,0,portocarrero_perú,
2934,Javier Prado y Ugarteche,prado,peru,2,2,0,0,0,1,1,2,0,málaga,
3217,José Cayetano Carreño,carreño,venezuela,2,2,0,0,0,1,1,2,0,toro_venezuela,
3458,Grocio Prado,prado,peru,2,2,0,0,0,1,1,2,0,málaga,
3612,Juan Fermín de San Martín,san_martín,argentina,2,2,0,0,0,0,2,2,0,balcarce,
3800,Juana Uribe,pachón,colombia,2,2,0,0,0,1,1,2,0,galán,
3963,Leoncio Prado,prado,peru,2,2,0,0,0,1,1,2,0,málaga,
4061,Lucio V. Mansilla,mansilla,argentina,2,2,0,0,0,2,0,2,0,garcía-mansilla,
4865,Mercedes Belzu,gorriti,bolivia,2,2,0,0,0,2,0,2,1,zuviría,argentina
5909,Tadea Lozano e Isasi,lozano,colombia,2,2,0,1,0,1,0,2,0,álvarez_del_casal,
