url,nombre,pais,conecta_con
https://es.wikipedia.org/wiki/Giselle_Collao,Giselle Collao,Argentina,Perú
https://es.wikipedia.org/wiki/Valeria_Bringas,Valeria Bringas,Argentina,Perú
https://es.wikipedia.org/wiki/Melania_Urbina,Melania Urbina,Argentina,Perú
https://es.wikipedia.org/wiki/Janick_Maceta,Janick Maceta,Argentina,Perú
https://es.wikipedia.org/wiki/Jorge_Piqueras,Jorge Piqueras,Argentina,Perú
https://es.wikipedia.org/wiki/Frank_P%C3%A9rez-Garland,Frank Pérez-Garland,Argentina,Perú
https://es.wikipedia.org/wiki/Florentino_Ameghino,Florentino Ameghino,Argentina,Perú
https://es.wikipedia.org/wiki/Julio_Victorica_Roca,Julio Victorica Roca,Argentina,Chile
https://es.wikipedia.org/wiki/Lorenzo_Lugones,Lorenzo Lugones,Argentina,Chile
https://es.wikipedia.org/wiki/Antonio_Cafiero,Antonio Cafiero,Argentina,Chile
https://es.wikipedia.org/wiki/Bartolom%C3%A9_Ortiz_de_Rozas,Bartolomé Ortiz de Rozas,Argentina,Chile
https://es.wikipedia.org/wiki/Hern%C3%A1n_Hip%C3%B3lito_Cornejo,Hernán Hipólito Cornejo,Argentina,Chile
https://es.wikipedia.org/wiki/Antonio_Candioti_y_Mujica,Antonio Candioti y Mujica,Argentina,Perú
https://es.wikipedia.org/wiki/Alberto_Mar%C3%ADa_Candioti,Alberto María Candioti,Argentina,México
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Nazar,Joaquín Nazar,Argentina,Chile
https://es.wikipedia.org/wiki/Fernando_Vaca_Narvaja,Fernando Vaca Narvaja,Argentina,México
https://es.wikipedia.org/wiki/Patricia_Vaca_Narvaja,Patricia Vaca Narvaja,Argentina,México
https://es.wikipedia.org/wiki/Federico_Mart%C3%ADnez_de_Hoz,Federico Martínez de Hoz,Argentina,Perú
https://es.wikipedia.org/wiki/Mar%C3%ADa_Emilia_Soria,María Emilia Soria,Argentina,Chile
https://es.wikipedia.org/wiki/Ciriaco_D%C3%ADaz_V%C3%A9lez,Ciriaco Díaz Vélez,Argentina,Perú
https://es.wikipedia.org/wiki/Enrique_Llopis,Enrique Llopis,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Cris%C3%B3stomo_Lafinur,Juan Crisóstomo Lafinur,Argentina,Chile
https://es.wikipedia.org/wiki/Casimiro_Marc%C3%B3_del_Pont,Casimiro Marcó del Pont,Argentina,Chile
https://es.wikipedia.org/wiki/Carlos_Alberto_Pueyrred%C3%B3n,Carlos Alberto Pueyrredón,Argentina,Perú
https://es.wikipedia.org/wiki/Augusto_Bel%C3%ADn_Sarmiento,Augusto Belín Sarmiento,Argentina,Chile
https://es.wikipedia.org/wiki/Benita_Mart%C3%ADnez_Pastoriza_de_Sarmiento,Benita Martínez Pastoriza de Sarmiento,Argentina,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Quiroga_Sarmiento,José Manuel Quiroga Sarmiento,Argentina,Chile
https://es.wikipedia.org/wiki/Cristina_Fern%C3%A1ndez_de_Kirchner,Cristina Fernández de Kirchner,Argentina,Chile
https://es.wikipedia.org/wiki/Juan_Cris%C3%B3stomo_%C3%81lvarez,Juan Crisóstomo Álvarez,Argentina,Chile
https://es.wikipedia.org/wiki/Mercedes_Ar%C3%A1oz,Mercedes Aráoz,Argentina,Perú
https://es.wikipedia.org/wiki/%C3%81ntero_Flores-Ar%C3%A1oz,Ántero Flores-Aráoz,Argentina,Perú
https://es.wikipedia.org/wiki/Carlos_Rodr%C3%ADguez_Larreta,Carlos Rodríguez Larreta,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Manuel_%C3%81lvarez_del_Castillo,Juan Manuel Álvarez del Castillo,México,"Argentina, Perú"
https://es.wikipedia.org/wiki/Alejandra_de_Cima_Aldrete,Alejandra de Cima Aldrete,México,Chile
https://es.wikipedia.org/wiki/Alberto_Salinas_Carranza,Alberto Salinas Carranza,México,Perú
https://es.wikipedia.org/wiki/Mar%C3%ADa_Talavera_Brouss%C3%A9,María Talavera Broussé,México,Perú
https://es.wikipedia.org/wiki/Juan_Mariano_Coss%C3%ADo,Juan Mariano Cossío,México,Perú
https://es.wikipedia.org/wiki/Antonio_Gonz%C3%A1lez_Guevara,Antonio González Guevara,México,Perú
https://es.wikipedia.org/wiki/Carlos_Trejo_Lerdo_de_Tejada,Carlos Trejo Lerdo de Tejada,México,"Chile, Argentina"
https://es.wikipedia.org/wiki/Alberto_Loret_de_Mola,Alberto Loret de Mola,México,Perú
https://es.wikipedia.org/wiki/Aurelio_Loret_de_Mola,Aurelio Loret de Mola,México,Perú
https://es.wikipedia.org/wiki/Porfirio_Thierry_Mu%C3%B1oz_Ledo,Porfirio Thierry Muñoz Ledo,México,Perú
https://es.wikipedia.org/wiki/Martha_Hildebrandt,Martha Hildebrandt,México,Perú
https://es.wikipedia.org/wiki/%C3%81lvaro_P%C3%A9rez_Trevi%C3%B1o,Álvaro Pérez Treviño,México,Chile
https://es.wikipedia.org/wiki/Christian_Bach,Christian Bach,México,Argentina
https://es.wikipedia.org/wiki/Melit%C3%B3n_Reyes_Andrade,Melitón Reyes Andrade,México,Perú
https://es.wikipedia.org/wiki/Carlos_Riva_Palacio,Carlos Riva Palacio,México,Chile
https://es.wikipedia.org/wiki/Mercedes_Soler_%28actriz%29,Mercedes Soler (actriz),México,Argentina
https://es.wikipedia.org/wiki/Alejandro_Ciangherotti,Alejandro Ciangherotti,México,Argentina
https://es.wikipedia.org/wiki/Alejandro_Ciangherotti_II,Alejandro Ciangherotti II,México,Argentina
https://es.wikipedia.org/wiki/Gast%C3%B3n_Acurio,Gastón Acurio,Perú,Argentina
https://es.wikipedia.org/wiki/Gast%C3%B3n_Acurio_Jaramillo,Gastón Acurio,Perú,Argentina
https://es.wikipedia.org/wiki/Luc%C3%ADa_Dammert,Lucía Dammert,Perú,Chile
https://es.wikipedia.org/wiki/Ciro_Alegr%C3%ADa,Ciro Alegría,Perú,Chile
https://es.wikipedia.org/wiki/Alessia_Injoque,Alessia Injoque,Perú,Chile
https://es.wikipedia.org/wiki/Alfredo_%C3%81lvarez-Calder%C3%B3n,Alfredo Álvarez-Calderón,Perú,Argentina
https://es.wikipedia.org/wiki/Jos%C3%A9_Guillermo_del_Solar,José Guillermo del Solar,Perú,Chile
https://es.wikipedia.org/wiki/Rom%C3%A1n_Alzamora,Román Alzamora,Perú,Chile
https://es.wikipedia.org/wiki/Mar%C3%ADa_Ram%C3%ADrez,María Ramírez,Perú,Chile
https://es.wikipedia.org/wiki/Andr%C3%A9s_Arambur%C3%BA_Salinas,Andrés Aramburú Salinas,Perú,Chile
https://es.wikipedia.org/wiki/Andr%C3%A9s_Avelino_Arambur%C3%BA_Salinas,Andrés Aramburú Salinas,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Francisco_Balta_del_Campo,Juan Francisco Balta del Campo,Perú,Chile
https://es.wikipedia.org/wiki/Enrique_Barreda_y_Laos,Enrique Barreda y Laos,Perú,Argentina
https://es.wikipedia.org/wiki/Felipe_Barreda_y_Laos,Felipe Barreda y Laos,Perú,Argentina
https://es.wikipedia.org/wiki/Carlos_Basadre_Forero,Carlos Basadre Forero,Perú,Chile
https://es.wikipedia.org/wiki/Enrique_Basadre_Stevenson,Enrique Basadre Stevenson,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Augusto_Bedoya_Lerzundi,Manuel Augusto Bedoya Lerzundi,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Antonio_Bela%C3%BAnde_Moreyra,Antonio Belaúnde Moreyra,Perú,México
https://es.wikipedia.org/wiki/Mart%C3%ADn_Bela%C3%BAnde_Moreyra,Martín Belaúnde Moreyra,Perú,Argentina
https://es.wikipedia.org/wiki/Fernando_Bela%C3%BAnde_Terry,Fernando Belaúnde Terry,Perú,Argentina
https://es.wikipedia.org/wiki/Andr%C3%A9s_Bolognesi,Andrés Bolognesi,Perú,Chile
https://es.wikipedia.org/wiki/Enrique_Goytisolo_Bolognesi,Enrique Goytisolo Bolognesi,Perú,Chile
https://es.wikipedia.org/wiki/Francisco_Bolognesi,Francisco Bolognesi,Perú,Chile
https://es.wikipedia.org/wiki/Antonio_de_Boza_y_Garc%C3%A9s,Antonio de Boza y Garcés,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Boza,José Boza,Perú,Chile
https://es.wikipedia.org/wiki/Mariano_Bustamante,Mariano Bustamante,Perú,Chile
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_de_Roma%C3%B1a,Eduardo López de Romaña,Perú,Chile
https://es.wikipedia.org/wiki/Sybila_Arredondo,Sybila Arredondo,Perú,Chile
https://es.wikipedia.org/wiki/Mariano_Castro_Zald%C3%ADvar,Mariano Castro Zaldívar,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Checa,José María Checa,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Checa_Solari,Manuel Checa Solari,Perú,Chile
https://es.wikipedia.org/wiki/Miguel_Antonio_Checa_Eguiguren,Miguel Antonio Checa Eguiguren,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Manuel_Benjam%C3%ADn_Cisneros,Manuel Benjamín Cisneros,Perú,Chile
https://es.wikipedia.org/wiki/Pedro_Cisneros_de_la_Torre,Pedro Cisneros de la Torre,Perú,Chile
https://es.wikipedia.org/wiki/Luis_Cisneros_Vizquerra,Luis Cisneros Vizquerra,Perú,Argentina
https://es.wikipedia.org/wiki/Alberto_Ulloa_Cisneros,Alberto Ulloa Cisneros,Perú,Argentina
https://es.wikipedia.org/wiki/Alberto_Ulloa_Sotomayor,Alberto Ulloa Sotomayor,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Gonz%C3%A1lez_Prada,Manuel González Prada,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_de_la_Puente_e_Ib%C3%A1%C3%B1ez_de_Segovia,Juan José de la Puente e Ibáñez de Segovia,Perú,Chile
https://es.wikipedia.org/wiki/Daniel_Ruzo,Daniel Ruzo,Perú,México
https://es.wikipedia.org/wiki/Manuel_Vicente_del_Solar,Manuel Vicente del Solar,Perú,Chile
https://es.wikipedia.org/wiki/Amador_del_Solar_C%C3%A1rdenas,Amador del Solar Cárdenas,Perú,Argentina
https://es.wikipedia.org/wiki/Ram%C3%B3n_Castilla,Ramón Castilla,Perú,Argentina
https://es.wikipedia.org/wiki/Manuel_Yrigoyen_Arias,Manuel Yrigoyen Arias,Perú,Chile
https://es.wikipedia.org/wiki/Hern%C3%A1n_Velarde,Hernán Velarde,Perú,Argentina
https://es.wikipedia.org/wiki/Rogelio_Valdivieso_Eguiguren,Rogelio Valdivieso Eguiguren,Perú,Argentina
https://es.wikipedia.org/wiki/Juan_Bautista_El%C3%A9spuru,Juan Bautista Eléspuru,Perú,Chile
https://es.wikipedia.org/wiki/Norberto_El%C3%A9spuru,Norberto Eléspuru,Perú,Chile
https://es.wikipedia.org/wiki/Carlos_Mar%C3%ADa_El%C3%ADas,Carlos María Elías,Perú,Chile
https://es.wikipedia.org/wiki/Carlos_M._El%C3%ADas,Carlos María Elías,Perú,Chile
https://es.wikipedia.org/wiki/Jimena_El%C3%ADas,Jimena Elías,Perú,México
https://es.wikipedia.org/wiki/Teodoro_Elmore,Teodoro Elmore,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Ferreyros,Manuel Ferreyros,Perú,Chile
https://es.wikipedia.org/wiki/Marcelo_Oxenford,Marcelo Oxenford,Perú,Argentina
https://es.wikipedia.org/wiki/Juliana_Oxenford,Juliana Oxenford,Perú,Argentina
https://es.wikipedia.org/wiki/Jos%C3%A9_G%C3%A1lvez_Eg%C3%BAsquiza,José Gálvez Egúsquiza,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Mar%C3%ADa_G%C3%A1lvez_Eg%C3%BAsquiza,Manuel María Gálvez Egúsquiza,Perú,Chile
https://es.wikipedia.org/wiki/Francisco_Garc%C3%ADa-Calder%C3%B3n_Landa,Francisco García-Calderón Landa,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Francisco_Garc%C3%ADa-Calder%C3%B3n_Rey,Francisco García-Calderón Rey,Perú,Chile
https://es.wikipedia.org/wiki/Francisco_Garc%C3%ADa_Calder%C3%B3n_Rey,Francisco García-Calderón Rey,Perú,Chile
https://es.wikipedia.org/wiki/Aurelio_Garc%C3%ADa_y_Garc%C3%ADa,Aurelio García y García,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Garc%C3%ADa_y_Garc%C3%ADa,José Antonio García y García,Perú,Chile
https://es.wikipedia.org/wiki/Carlos_Gibson,Carlos Gibson,Perú,Argentina
https://es.wikipedia.org/wiki/Daphne_Dougall,Daphne Dougall,Perú,Argentina
https://es.wikipedia.org/wiki/Hans_Gildemeister,Hans Gildemeister,Perú,Chile
https://es.wikipedia.org/wiki/Heinz_Gildemeister,Heinz Gildemeister,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Incl%C3%A1n,José Joaquín Inclán,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Gonz%C3%A1lez-Olaechea_Franco,Manuel González-Olaechea Franco,Perú,Chile
https://es.wikipedia.org/wiki/Miguel_Grau,Miguel Grau,Perú,Chile
https://es.wikipedia.org/wiki/Eduardo_de_Habich,Eduardo de Habich,Perú,Chile
https://es.wikipedia.org/wiki/Fernando_Tola_Mendoza,Fernando Tola Mendoza,Perú,Argentina
https://es.wikipedia.org/wiki/Carmen_Dragonetti,Carmen Dragonetti,Perú,Argentina
https://es.wikipedia.org/wiki/Chabuca_Granda,Chabuca Granda,Perú,"Argentina, México"
https://es.wikipedia.org/wiki/V%C3%ADctor_Larco_Herrera,Víctor Larco Herrera,Perú,Chile
https://es.wikipedia.org/wiki/Teresa_Mar%C3%ADa_Llona,Teresa María Llona,Perú,Chile
https://es.wikipedia.org/wiki/Carlos_Llosa,Carlos Llosa,Perú,Chile
https://es.wikipedia.org/wiki/Luis_Llosa_y_Abril,Luis Llosa y Abril,Perú,Chile
https://es.wikipedia.org/wiki/Remigio_Morales_Berm%C3%BAdez,Remigio Morales Bermúdez,Perú,Chile
https://es.wikipedia.org/wiki/Miguel_Emilio_Luna_y_Peralta,Miguel Emilio Luna y Peralta,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Carlos_Mari%C3%A1tegui,José Carlos Mariátegui,Perú,Argentina
https://es.wikipedia.org/wiki/Manuel_de_Mendiburu,Manuel de Mendiburu,Perú,Chile
https://es.wikipedia.org/wiki/Matilde_Ladr%C3%B3n_de_Guevara,Matilde Ladrón de Guevara,Perú,Chile
https://es.wikipedia.org/wiki/Jorge_Teillier,Jorge Teillier,Perú,Chile
https://es.wikipedia.org/wiki/Inti_Briones,Inti Briones,Perú,Chile
https://es.wikipedia.org/wiki/Maki_Mir%C3%B3_Quesada,Maki Miró Quesada,Perú,Argentina
https://es.wikipedia.org/wiki/Blanca_Luz_Brum,Blanca Luz Brum,Perú,México
https://es.wikipedia.org/wiki/David_Alfaro_Siqueiros,David Alfaro Siqueiros,Perú,México
https://es.wikipedia.org/wiki/Diego_Gonz%C3%A1lez_Montero,Diego González Montero,Perú,Chile
https://es.wikipedia.org/wiki/Diego_Montero_del_%C3%81guila,Diego Montero del Águila,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Esteban_Montero,Juan Esteban Montero,Perú,Chile
https://es.wikipedia.org/wiki/Lizardo_Montero,Lizardo Montero,Perú,Chile
https://es.wikipedia.org/wiki/Graciela_Fehrman_Mart%C3%ADnez,Graciela Fehrman,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Guillermo_More,Juan Guillermo More,Perú,Chile
https://es.wikipedia.org/wiki/El%C3%ADas_Mujica_y_Trasmonte,Elías Mujica y Trasmonte,Perú,Chile
https://es.wikipedia.org/wiki/Segundo_Cernadas,Segundo Cernadas,Perú,Argentina
https://es.wikipedia.org/wiki/Manuel_de_Odriozola,Manuel de Odriozola,Perú,Chile
https://es.wikipedia.org/wiki/Teodorico_Olaechea,Teodorico Olaechea,Perú,Chile
https://es.wikipedia.org/wiki/Carlos_Alfonso_Gonz%C3%A1lez_de_Orbegoso,Carlos Alfonso González de Orbegoso,Perú,Chile
https://es.wikipedia.org/wiki/Luis_Jos%C3%A9_de_Orbegoso,Luis José de Orbegoso,Perú,Chile
https://es.wikipedia.org/wiki/Andr%C3%A9s_Mart%C3%ADnez_de_Orihuela,Andrés Martínez de Orihuela,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Orihuela_Mor%C3%B3n,José María Orihuela Morón,Perú,Argentina
https://es.wikipedia.org/wiki/Felipe_de_Osma_y_Pardo,Felipe de Osma y Pardo,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Javier_de_Osma,Javier de Osma,Perú,Chile
https://es.wikipedia.org/wiki/Mariano_Felipe_Paz_Sold%C3%A1n,Mariano Felipe Paz Soldán,Perú,Chile
https://es.wikipedia.org/wiki/Nicol%C3%A1s_de_Pi%C3%A9rola,Nicolás de Piérola,Perú,Chile
https://es.wikipedia.org/wiki/Nicol%C3%A1s_de_Pi%C3%A9rola_Villena,Nicolás de Piérola,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Manuel_Polar_y_Carasas,Juan Manuel Polar y Carasas,Perú,Chile
https://es.wikipedia.org/wiki/%C3%81lvaro_de_Soto,Álvaro de Soto,Perú,Argentina
https://es.wikipedia.org/wiki/Melit%C3%B3n_Porras_Osores,Melitón Porras Osores,Perú,Chile
https://es.wikipedia.org/wiki/Melit%C3%B3n_F._Porras_Osores,Melitón Porras Osores,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Antonio_Portugal_Prieto,Juan Antonio Portugal Prieto,Perú,Chile
https://es.wikipedia.org/wiki/Leoncio_Prado,Leoncio Prado,Perú,Chile
https://es.wikipedia.org/wiki/Leoncio_Prado_Guti%C3%A9rrez,Leoncio Prado,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Santos_Grocio_Prado_Linares,Grocio Prado,Perú,Chile
https://es.wikipedia.org/wiki/Javier_Prado_y_Ugarteche,Javier Prado y Ugarteche,Perú,Argentina
https://es.wikipedia.org/wiki/Claudio_Rebagliati,Claudio Rebagliati,Perú,Chile
https://es.wikipedia.org/wiki/Edgardo_Rebagliati,Edgardo Rebagliati,Perú,México
https://es.wikipedia.org/wiki/Gaspar_Rem%C3%ADrez_de_Laredo_y_Encalada,Gaspar Remírez de Laredo y Encalada,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,José de la Riva Agüero y Looz Corswarem,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva-Ag%C3%BCero,José de la Riva-Agüero,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva_Ag%C3%BCero,José de la Riva-Agüero,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Carlos_Fulgencio_Pedro_Regalado_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,José de la Riva Agüero y Looz Corswarem,Perú,Chile
https://es.wikipedia.org/wiki/Josafat_Roel_Pineda,Josafat Roel Pineda,Perú,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Cirilo_Julio_Rospigliosi,José Cirilo Julio Rospigliosi,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Inda_Ledesma,Inda Ledesma,Perú,Argentina
https://es.wikipedia.org/wiki/Osvaldo_Cattone,Osvaldo Cattone,Perú,Argentina
https://es.wikipedia.org/wiki/Jos%C3%A9_Cabero_y_Salazar,José Cabero y Salazar,Perú,Chile
https://es.wikipedia.org/wiki/Manuel_Salazar_y_Baqu%C3%ADjano,Manuel Salazar y Baquíjano,Perú,Chile
https://es.wikipedia.org/wiki/Di%C3%B3medes_Arias_Schreiber,Diómedes Arias Schreiber,Perú,Argentina
https://es.wikipedia.org/wiki/Augusto_Seminario_y_V%C3%A1scones,Augusto Seminario y Váscones,Perú,Chile
https://es.wikipedia.org/wiki/Fernando_Seminario_y_Echand%C3%ADa,Fernando Seminario y Echandía,Perú,Chile
https://es.wikipedia.org/wiki/Francisco_Garc%C3%ADa_y_Le%C3%B3n,Francisco García y León,Perú,Chile
https://es.wikipedia.org/wiki/Edgardo_Seoane,Edgardo Seoane,Perú,México
https://es.wikipedia.org/wiki/Juan_Seoane,Juan Seoane,Perú,"Chile, Argentina"
https://es.wikipedia.org/wiki/Edgardo_Seoane_Corrales,Edgardo Seoane,Perú,México
https://es.wikipedia.org/wiki/Rufino_Torrico,Rufino Torrico,Perú,Chile
https://es.wikipedia.org/wiki/Domingo_Trist%C3%A1n_y_Moscoso,Domingo Tristán y Moscoso,Perú,Argentina
https://es.wikipedia.org/wiki/Juan_Antonio_Ugarteche,Juan Antonio Ugarteche,Perú,Argentina
https://es.wikipedia.org/wiki/Mario_Vargas_Llosa,Mario Vargas Llosa,Perú,Argentina
https://es.wikipedia.org/wiki/Enrique_Iglesias,Enrique Iglesias,Perú,México
https://es.wikipedia.org/wiki/Jorge_Enrique_Velarde,Jorge Enrique Velarde,Perú,Chile
https://es.wikipedia.org/wiki/Juan_Manuel_Figueroa_Aznar,Juan Manuel Figueroa Aznar,Perú,Argentina
https://es.wikipedia.org/wiki/Leonidas_Yerovi,Leonidas Yerovi,Perú,Chile
https://es.wikipedia.org/wiki/Miguel_Abad%C3%ADa_M%C3%A9ndez,Miguel Abadía Méndez,Colombia,"Chile, Argentina"
https://es.wikipedia.org/wiki/Andr%C3%A9s_Pardo_Tovar,Andrés Pardo Tovar,Colombia,Chile
https://es.wikipedia.org/wiki/Henrique_Arboleda_Cort%C3%A9s,Henrique Arboleda Cortés,Colombia,Perú
https://es.wikipedia.org/wiki/Tom%C3%A1s_Herr%C3%A1n,Tomás Herrán,Colombia,Perú
https://es.wikipedia.org/wiki/Marcelino_de_Mosquera,Marcelino de Mosquera,Colombia,México
https://es.wikipedia.org/wiki/Francisco_Urrutia_Holgu%C3%ADn,Francisco Urrutia Holguín,Colombia,Argentina
https://es.wikipedia.org/wiki/Marcelino_de_Mosquera_y_Figueroa,Marcelino de Mosquera,Colombia,México
https://es.wikipedia.org/wiki/Francisco_Jos%C3%A9_Urrutia_Holgu%C3%ADn,Francisco Urrutia Holguín,Colombia,Argentina
https://es.wikipedia.org/wiki/Luis_Tanco_Arg%C3%A1ez,Luis Tanco Argáez,Colombia,Perú
https://es.wikipedia.org/wiki/Nicol%C3%A1s_Tanco,Nicolás Tanco,Colombia,Perú
https://es.wikipedia.org/wiki/Gerardo_Ayerbe_Chaux,Gerardo Ayerbe Chaux,Colombia,Argentina
https://es.wikipedia.org/wiki/Pedro_Ignacio_Lizarzaburu,Pedro Ignacio Lizarzaburu,Colombia,Perú
https://es.wikipedia.org/wiki/Gustavo_Berr%C3%ADo_Mu%C3%B1oz,Gustavo Berrío Muñoz,Colombia,Perú
https://es.wikipedia.org/wiki/Eusebio_Borrero,Eusebio Borrero,Colombia,Perú
https://es.wikipedia.org/wiki/Liborio_Dur%C3%A1n_Borrero,Liborio Durán Borrero,Colombia,Perú
https://es.wikipedia.org/wiki/Ernesto_Dur%C3%A1n_Cordovez,Ernesto Durán Cordovez,Colombia,Chile
https://es.wikipedia.org/wiki/Manuel_Mu%C3%B1oz_Borrero,Manuel Muñoz Borrero,Colombia,México
https://es.wikipedia.org/wiki/Hernando_Pastrana,Hernando Pastrana,Colombia,Argentina
https://es.wikipedia.org/wiki/Francisco_Pizano_de_Brigard,Francisco Pizano de Brigard,Colombia,Argentina
https://es.wikipedia.org/wiki/Ignacio_Uma%C3%B1a_de_Brigard,Ignacio Umaña de Brigard,Colombia,México
https://es.wikipedia.org/wiki/Carlos_Uribe_Cordovez,Carlos Uribe Cordovez,Colombia,Chile
https://es.wikipedia.org/wiki/Mar%C3%ADa_Eugenia_Piedrah%C3%ADta,María Eugenia Piedrahíta,Colombia,Perú
https://es.wikipedia.org/wiki/Agust%C3%ADn_Nieto_Caballero,Agustín Nieto Caballero,Colombia,Chile
https://es.wikipedia.org/wiki/Guillermo_Quintero_Calder%C3%B3n,Guillermo Quintero Calderón,Colombia,Chile
https://es.wikipedia.org/wiki/Enrique_Santos_Montejo,Enrique Santos Montejo,Colombia,Chile
https://es.wikipedia.org/wiki/Roberto_Camacho_Weberberg,Roberto Camacho Weberberg,Colombia,Perú
https://es.wikipedia.org/wiki/Abel_Casabianca,Abel Casabianca,Colombia,Perú
https://es.wikipedia.org/wiki/Familia_Camacho,Familia Camacho,Colombia,México
https://es.wikipedia.org/wiki/Consuelo_Lleras_Puga,Consuelo Lleras Puga,Colombia,Chile
https://es.wikipedia.org/wiki/Arturo_Puga,Arturo Puga,Colombia,Chile
https://es.wikipedia.org/wiki/Matilde_D%C3%ADaz,Matilde Díaz,Colombia,"Argentina, México, Perú"
https://es.wikipedia.org/wiki/Alfredo_V%C3%A1squez_Cobo,Alfredo Vásquez Cobo,Colombia,Perú
https://es.wikipedia.org/wiki/Consuelo_Lleras,Consuelo Lleras Puga,Colombia,Chile
https://es.wikipedia.org/wiki/Alberto_Casas_Santamar%C3%ADa,Alberto Casas Santamaría,Colombia,México
https://es.wikipedia.org/wiki/Jos%C3%A9_de_Cuero_y_Cayzedo,José de Cuero y Cayzedo,Colombia,Perú
https://es.wikipedia.org/wiki/Carlos_Antonio_V%C3%A9lez,Carlos Antonio Vélez,Colombia,Perú
https://es.wikipedia.org/wiki/Eder_Chaux,Eder Chaux,Colombia,Perú
https://es.wikipedia.org/wiki/Francisco_Jos%C3%A9_Chaux,Francisco José Chaux,Colombia,"Chile, Perú"
https://es.wikipedia.org/wiki/Santiago_Bejarano,Santiago Bejarano,Colombia,Chile
https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Cordovez_Moure,José María Cordovez Moure,Colombia,Chile
https://es.wikipedia.org/wiki/Carlos_Cuervo_M%C3%A1rquez,Carlos Cuervo Márquez,Colombia,México
https://es.wikipedia.org/wiki/Luis_Cuervo_M%C3%A1rquez,Luis Cuervo Márquez,Colombia,Perú
https://es.wikipedia.org/wiki/Juan_Manuel_D%C3%A1vila_Pumarejo,Juan Manuel Dávila Pumarejo,Colombia,Argentina
https://es.wikipedia.org/wiki/Gustavo_de_Greiff_Restrepo,Gustavo de Greiff Restrepo,Colombia,México
https://es.wikipedia.org/wiki/Hernando_M%C3%A1rquez_Arbel%C3%A1ez,Hernando Márquez Arbeláez,Colombia,Perú
https://es.wikipedia.org/wiki/Jorge_Mario_Eastman_V%C3%A9lez,Jorge Mario Eastman Vélez,Colombia,"Chile, Perú"
https://es.wikipedia.org/wiki/Dar%C3%ADo_Echand%C3%ADa,Darío Echandía,Colombia,Perú
https://es.wikipedia.org/wiki/Hernando_Devis_Echand%C3%ADa,Hernando Devis Echandía,Colombia,Perú
https://es.wikipedia.org/wiki/Alfonso_Reyes_Echand%C3%ADa,Alfonso Reyes Echandía,Colombia,Perú
https://es.wikipedia.org/wiki/Manuelita,Manuelita,Colombia,Perú
https://es.wikipedia.org/wiki/Absal%C3%B3n_Fern%C3%A1ndez_de_Soto_Lozano,Absalón Fernández de Soto Lozano,Colombia,Argentina
https://es.wikipedia.org/wiki/Daniel_Mazuera,Daniel Mazuera,Colombia,Argentina
https://es.wikipedia.org/wiki/Enrique_Olaya_Herrera,Enrique Olaya Herrera,Colombia,Perú
https://es.wikipedia.org/wiki/Familia_Holgu%C3%ADn,Familia Holguín,Colombia,Perú
